,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:30.552,4
5,2,Fernando Alonso,Renault,+1.259s,6
10,3,Pedro de la Rosa,McLaren Mercedes,+2.214s,5
16,4,Jarno Trulli,Toyota,+2.224s,8
15,5,Christian Klien,RBR Cosworth,+2.289s,10
17,6,Ralf Schumacher,Toyota,+2.316s,11
6,7,Giancarlo Fisichella,Renault,+2.325s,6
19,8,Narain Karthikeyan,Jordan Toyota,+2.447s,8
7,9,Mark Webber,Williams BMW,+2.724s,4
14,10,David Coulthard,RBR Cosworth,+3.054s,10
3,11,Jenson Button,BAR Honda,+3.131s,6
8,12,Nick Heidfeld,Williams BMW,+3.581s,4
4,13,Takuma Sato,BAR Honda,+3.611s,12
12,14,Felipe Massa,Sauber Petronas,+3.680s,10
18,15,Tiago Monteiro,Jordan Toyota,+3.840s,10
11,16,Jacques Villeneuve,Sauber Petronas,+4.912s,6
20,17,Patrick Friesacher ,Minardi Cosworth,+6.009s,15
21,18,Christijan Albers,Minardi Cosworth,+6.893s,13
9,19,Kimi Räikkönen,McLaren Mercedes,+7.397s,5
