,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing TAG Heuer,56,1:30:01.290,25
44,2,Lewis Hamilton,Mercedes,56,+12.770s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,56,+22.519s,15
5,4,Sebastian Vettel,Ferrari,56,+37.362s,12
77,5,Valtteri Bottas,Mercedes,56,+56.021s,10
11,6,Sergio Perez,Force India Mercedes,56,+78.630s,8
2,7,Stoffel Vandoorne,McLaren Honda,55,+1 lap,6
18,8,Lance Stroll,Williams Mercedes,55,+1 lap,4
19,9,Felipe Massa,Williams Mercedes,55,+1 lap,2
31,10,Esteban Ocon,Force India Mercedes,55,+1 lap,1
14,11,Fernando Alonso,McLaren Honda,55,+1 lap,0
20,12,Kevin Magnussen,Haas Ferrari,55,+1 lap,0
8,13,Romain Grosjean,Haas Ferrari,55,+1 lap,0
10,14,Pierre Gasly,Toro Rosso,55,+1 lap,0
30,15,Jolyon Palmer,Renault,55,+1 lap,0
27,16,Nico Hulkenberg,Renault,55,+1 lap,0
94,17,Pascal Wehrlein,Sauber Ferrari,55,+1 lap,0
9,18,Marcus Ericsson,Sauber Ferrari,54,+2 laps,0
55,NC,Carlos Sainz,Toro Rosso,29,DNF,0
7,NC,Kimi Räikkönen,Ferrari,0,DNS,0
