,Position,Driver,Car,Time
3,1,Jacques Villeneuve,Williams Renault,1:21.072
5,2,Michael Schumacher,Ferrari,1:21.072
4,3,Heinz-Harald Frentzen,Williams Renault,1:21.072
1,4,Damon Hill,Arrows Yamaha,1:21.130
9,5,Mika Hakkinen,McLaren Mercedes,1:21.369
10,6,David Coulthard,McLaren Mercedes,1:21.476
6,7,Eddie Irvine,Ferrari,1:21.610
8,8,Gerhard Berger,Benetton Renault,1:21.656
14,9,Olivier Panis,Prost Mugen Honda,1:21.735
7,10,Jean Alesi,Benetton Renault,1:22.011
23,11,Jan Magnussen,Stewart Ford,1:22.167
22,12,Rubens Barrichello,Stewart Ford,1:22.222
2,13,Pedro Diniz,Arrows Yamaha,1:22.234
16,14,Johnny Herbert,Sauber Petronas,1:22.263
15,15,Shinji Nakano,Prost Mugen Honda,1:22.351
11,16,Ralf Schumacher,Jordan Peugeot,1:22.740
12,17,Giancarlo Fisichella,Jordan Peugeot,1:22.804
17,18,Norberto Fontana,Sauber Petronas,1:23.281
20,19,Ukyo Katayama,Minardi Hart,1:23.409
21,20,Tarso Marques,Minardi Hart,1:23.854
19,21,Mika Salo,Tyrrell Ford,1:24.222
18,22,Jos Verstappen,Tyrrell Ford,1:24.301
