,Position,Driver,Car,Laps,Time,Points
9,1,Mika Hakkinen,McLaren Mercedes,69,1:38:57.771,10
10,2,David Coulthard,McLaren Mercedes,69,+1.654s,6
3,3,Jacques Villeneuve,Williams Renault,69,+1.803s,4
8,4,Gerhard Berger,Benetton Renault,69,+1.919s,3
6,5,Eddie Irvine,Ferrari,69,+3.789s,2
4,6,Heinz-Harald Frentzen,Williams Renault,69,+4.537s,1
14,7,Olivier Panis,Prost Mugen Honda,69,+67.145s,0
16,8,Johnny Herbert,Sauber Petronas,69,+72.961s,0
23,9,Jan Magnussen,Stewart Ford,69,+77.487s,0
15,10,Shinji Nakano,Prost Mugen Honda,69,+78.215s,0
12,11,Giancarlo Fisichella,Jordan Peugeot,68,+1 lap,0
19,12,Mika Salo,Tyrrell Ford,68,+1 lap,0
7,13,Jean Alesi,Benetton Renault,68,+1 lap,0
17,14,Norberto Fontana,Sauber Petronas,68,+1 lap,0
21,15,Tarso Marques,Minardi Hart,68,+1 lap,0
18,16,Jos Verstappen,Tyrrell Ford,68,+1 lap,0
20,17,Ukyo Katayama,Minardi Hart,68,+1 lap,0
5,NC,Michael Schumacher,Ferrari,47,DNF,0
1,NC,Damon Hill,Arrows Yamaha,47,DNF,0
11,NC,Ralf Schumacher,Jordan Peugeot,44,DNF,0
22,NC,Rubens Barrichello,Stewart Ford,30,DNF,0
2,NC,Pedro Diniz,Arrows Yamaha,11,DNF,0
