,Position,Driver,Car,Time
2,1,Jochen Rindt,Lotus Ford,1:20.800
3,2,Jackie Stewart,Matra Ford,1:21.200
5,3,Denny Hulme,McLaren Ford,1:21.500
7,4,Jacky Ickx,Brabham Climax,1:21.600
11,5,Chris Amon,Ferrari,1:21.900
14,6,John Surtees,BRM,1:22.100
6,7,Bruce McLaren,McLaren Ford,1:22.600
12,8,Pedro Rodriguez,Ferrari,1:22.600
10,9,Jo Siffert,Lotus Ford,1:22.700
16,10,Piers   Courage,Brabham Ford,1:22.900
19,11,Vic  Elford ,McLaren Ford,1:23.300
1,12,Graham Hill,Lotus Ford,1:23.600
15,13,Jackie Oliver,BRM,1:23.700
9,14,John   Miles,Lotus Ford,1:25.100
20,15,Derek Bell,McLaren Ford,1:26.100
18,16,Jo Bonnier,Lotus Ford,1:28.200
4,17,Jean-Pierre Beltoise,Matra Ford,1:31.200
