,Position,Driver,Car,Time
27,1,Jean Alesi,Ferrari,1:23.844
28,2,Gerhard Berger,Ferrari,1:23.978
0,3,Damon Hill,Williams Renault,1:24.158
12,4,Johnny Herbert,Lotus Mugen Honda,1:24.374
2,5,David Coulthard,Williams Renault,1:24.502
26,6,Olivier Panis,Ligier Renault,1:25.455
7,7,Mika Hakkinen,McLaren Peugeot,1:25.528
29,8,Andrea de Cesaris,Sauber Mercedes,1:25.540
15,9,Eddie Irvine,Jordan Hart,1:25.568
6,10,Jos Verstappen,Benetton Ford,1:25.618
30,11,Heinz-Harald Frentzen,Sauber Mercedes,1:25.628
25,12,Eric Bernard,Ligier Renault,1:25.718
11,13,Alessandro Zanardi,Lotus Mugen Honda,1:25.733
3,14,Ukyo Katayama,Tyrrell Yamaha,1:25.889
8,15,Martin Brundle,McLaren Peugeot,1:25.933
14,16,Rubens Barrichello,Jordan Hart,1:25.946
10,17,Gianni Morbidelli,Footwork Ford,1:26.002
23,18,Pierluigi Martini,Minardi Ford,1:26.056
9,19,Christian Fittipaldi,Footwork Ford,1:26.337
5,20,Jyrki Jarvilehto,Benetton Ford,1:26.384
4,21,Mark Blundell,Tyrrell Yamaha,1:26.574
24,22,Michele Alboreto,Minardi Ford,1:26.832
19,23,Yannick Dalmas,Larrousse Ford,1:27.846
20,24,Erik Comas,Larrousse Ford,1:27.894
32,25,Jean-Marc Gounon,Simtek Ford,1:28.353
31,26,David Brabham,Simtek Ford,1:28.619
