,Position,Driver,Car,Time / Gap,Laps
27,1,Jean Alesi,Ferrari,1:23.974,19
0,2,Damon Hill,Williams Renault,+0.141s,22
28,3,Gerhard Berger,Ferrari,+0.197s,23
2,4,David Coulthard,Williams Renault,+0.514s,23
30,5,Heinz-Harald Frentzen,Sauber Mercedes,+1.106s,21
14,6,Rubens Barrichello,Jordan Hart,+1.351s,23
15,7,Eddie Irvine,Jordan Hart,+1.416s,20
3,8,Ukyo Katayama,Tyrrell Yamaha,+1.485s,23
12,9,Johnny Herbert,Lotus Mugen Honda,+1.652s,22
26,10,Olivier Panis,Ligier Renault,+1.903s,23
7,11,Mika Hakkinen,McLaren Peugeot,+1.929s,18
29,12,Andrea de Cesaris,Sauber Mercedes,+2.104s,23
8,13,Martin Brundle,McLaren Peugeot,+2.126s,23
25,14,Eric Bernard,Ligier Renault,+2.232s,23
10,15,Gianni Morbidelli,Footwork Ford,+2.377s,16
6,16,Jos Verstappen,Benetton Ford,+2.417s,23
11,17,Alessandro Zanardi,Lotus Mugen Honda,+2.426s,23
9,18,Christian Fittipaldi,Footwork Ford,+2.526s,23
5,19,Jyrki Jarvilehto,Benetton Ford,+2.792s,23
24,20,Michele Alboreto,Minardi Ford,+3.024s,11
4,21,Mark Blundell,Tyrrell Yamaha,+3.040s,5
20,22,Erik Comas,Larrousse Ford,+3.796s,23
23,23,Pierluigi Martini,Minardi Ford,+4.211s,19
32,24,Jean-Marc Gounon,Simtek Ford,+4.348s,15
19,25,Yannick Dalmas,Larrousse Ford,+4.431s,22
31,26,David Brabham,Simtek Ford,+4.732s,23
34,27,Bertrand Gachot,Pacific Ilmor,+6.738s,19
33,28,Paul Belmondo,Pacific Ilmor,+7.913s,8
