,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,52,1:27.369,242.735,15:34:17
77,2,Valtteri Bottas,Mercedes,47,1:27.406,242.633,15:27:15
5,3,Sebastian Vettel,Ferrari,46,1:28.733,239.004,15:27:06
33,4,Max Verstappen,Red Bull Racing Honda,45,1:29.272,237.561,15:24:29
16,5,Charles Leclerc,Ferrari,47,1:29.313,237.452,15:27:19
18,6,Lance Stroll,Racing Point BWT Mercedes,49,1:29.390,237.248,15:31:09
11,7,Sergio Perez,Racing Point BWT Mercedes,50,1:29.456,237.072,15:33:23
10,8,Pierre Gasly,Red Bull Racing Honda,48,1:29.544,236.839,15:28:52
3,9,Daniel Ricciardo,Renault,50,1:29.624,236.628,15:32:11
4,10,Lando Norris,McLaren Renault,50,1:29.636,236.596,15:32:30
55,11,Carlos Sainz,McLaren Renault,50,1:29.757,236.277,15:32:11
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,51,1:29.910,235.875,15:33:53
27,13,Nico Hulkenberg,Renault,51,1:29.949,235.773,15:33:59
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,51,1:30.034,235.551,15:33:52
23,15,Alexander Albon,Scuderia Toro Rosso Honda,46,1:30.872,233.378,15:26:23
63,16,George Russell,Williams Mercedes,50,1:31.013,233.017,15:33:00
88,17,Robert Kubica,Williams Mercedes,50,1:31.509,231.754,15:33:09
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,17,1:32.464,229.360,14:39:46
20,19,Kevin Magnussen,Haas Ferrari,5,1:33.425,227.001,14:22:50
8,20,Romain Grosjean,Haas Ferrari,4,1:34.350,224.775,14:20:34
