,Position,Driver,Car,Laps,Time,Points
71,1,Alberto Ascari,Ferrari,20,3:23:03.300,8
75,2,Juan Manuel Fangio,Alfa Romeo,20,+30.500s,7
74,3,Jose Froilan Gonzalez,Ferrari,20,+279.000s,4
72,4,Luigi  Villoresi,Ferrari,20,+350.200s,3
73,5,Piero  Taruffi,Ferrari,20,+469.100s,2
91,6,Rudi  Fischer ,Ferrari,19,+1 lap,0
82,7,Robert  Manzon,Simca-Gordini,19,+1 lap,0
84,8,Louis  Rosier,Talbot-Lago,19,+1 lap,0
90,9,Pierre  Levegh,Talbot-Lago,18,+2 laps,0
93,10,Jacques Swaters,Talbot-Lago,18,+2 laps,0
87,NC,Yves Giraud-Cabantous,Talbot-Lago,17,DNF,0
94,11,Johnny Claes,Talbot-Lago,17,+3 laps,0
81,NC,Maurice  Trintignant,Simca-Gordini,13,DNF,0
77,NC,Felice  Bonetto,Alfa Romeo,12,DNF,0
88,NC,Duncan  Hamilton ,Talbot-Lago,12,DNF,0
78,NC,Paul  Pietsch,Alfa Romeo,11,DNF,0
83,NC,Andre  Simon,Simca-Gordini,11,DNF,0
76,NC,Nino Farina,Alfa Romeo,8,DNF,0
86,NC,Philippe  Etancelin,Talbot-Lago,4,DNF,0
92,NC,Toni  Branca,Maserati,3,DNF,0
85,NC,Louis  Chiron,Talbot-Lago,3,DNF,0
79,NC,Toulo de Graffenried,Maserati,2,DNF,0
