,Position,Driver,Car,Time
71,1,Alberto Ascari,Ferrari,9:55.800
74,2,Jose Froilan Gonzalez,Ferrari,9:57.500
75,3,Juan Manuel Fangio,Alfa Romeo,9:59.000
76,4,Nino Farina,Alfa Romeo,10:01.000
72,5,Luigi  Villoresi,Ferrari,10:06.600
73,6,Piero  Taruffi,Ferrari,10:12.900
78,7,Paul  Pietsch,Alfa Romeo,10:15.700
91,8,Rudi  Fischer ,Ferrari,10:23.800
82,9,Robert  Manzon,Simca-Gordini,10:28.900
77,10,Felice  Bonetto,Alfa Romeo,10:46.100
87,11,Yves Giraud-Cabantous,Talbot-Lago,10:52.800
83,12,Andre  Simon,Simca-Gordini,10:57.500
85,13,Louis  Chiron,Talbot-Lago,11:00.200
81,14,Maurice  Trintignant,Simca-Gordini,11:07.500
84,15,Louis  Rosier,Talbot-Lago,11:08.200
79,16,Toulo de Graffenried,Maserati,11:25.600
92,17,Toni  Branca,Maserati,11:26.700
94,18,Johnny Claes,Talbot-Lago,11:33.600
90,19,Pierre  Levegh,Talbot-Lago,11:41.900
88,20,Duncan  Hamilton ,Talbot-Lago,11:49.300
86,21,Philippe  Etancelin,Talbot-Lago,11:52.900
93,22,Jacques Swaters,Talbot-Lago,12:09.100
