,Position,Driver,Car,Laps,Time,Points
3,1,Jody Scheckter,Tyrrell Ford,80,1:58:31.391,9
4,2,Patrick Depailler,Tyrrell Ford,80,+0.380s,6
24,3,James Hunt,Hesketh Ford,80,+3.325s,4
5,4,Emerson Fittipaldi,McLaren Ford,80,+53.507s,3
17,5,Jean-Pierre Jarier,Shadow Ford,80,+76.403s,2
26,6,Graham Hill,Lola Ford,79,+1 lap,1
27,7,Guy Edwards,Lola Ford,79,+1 lap,0
21,8,Tom  Belso,Iso Marlboro Ford,79,+1 lap,0
8,9,Rikky von Opel,Brabham Ford,79,+1 lap,0
10,10,Vittorio Brambilla,March Ford,79,DNF,0
28,11,John Watson,Brabham Ford,77,+3 laps,0
22,DQ,Vern Schuppan,Ensign Ford,77,DSQ,0
12,NC,Niki Lauda,Ferrari,70,DNF,0
9,NC,Reine   Wisell,March Ford,59,DNF,0
6,NC,Denny Hulme,McLaren Ford,56,DNF,0
19,NC,Jochen Mass,Surtees Ford,53,DNF,0
7,NC,Carlos Reutemann,Brabham Ford,30,DNF,0
2,NC,Jacky Ickx,Lotus Ford,27,DNF,0
11,NC,Clay Regazzoni,Ferrari,24,DNF,0
18,NC,Carlos Pace,Surtees Ford,15,DNF,0
23,NC,Leo  Kinnunen ,Surtees Ford,8,DNF,0
1,NC,Ronnie Peterson,Lotus Ford,8,DNF,0
33,NC,Mike Hailwood,McLaren Ford,5,DNF,0
14,NC,Jean-Pierre Beltoise,BRM,3,DNF,0
16,NC,Bertil  Roos ,Shadow Ford,2,DNF,0
15,NC,Henri Pescarolo,BRM,0,DNF,0
