,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:34.599,13
5,2,Sebastian Vettel,Ferrari,+0.069s,14
6,3,Nico Rosberg,Mercedes,+0.369s,16
7,4,Kimi Räikkönen,Ferrari,+0.542s,13
77,5,Valtteri Bottas,Williams Mercedes,+0.794s,18
19,6,Felipe Massa,Williams Mercedes,+0.872s,15
13,7,Pastor Maldonado,Lotus Mercedes,+1.708s,14
3,8,Daniel Ricciardo,Red Bull Racing Renault,+1.736s,8
27,9,Nico Hulkenberg,Force India Mercedes,+1.822s,13
12,10,Felipe Nasr,Sauber Ferrari,+1.830s,18
22,11,Jenson Button,McLaren Honda,+1.889s,14
26,12,Daniil Kvyat,Red Bull Racing Renault,+1.949s,7
9,13,Marcus Ericsson,Sauber Ferrari,+2.013s,17
33,14,Max Verstappen,STR Renault,+2.085s,11
11,15,Sergio Perez,Force India Mercedes,+2.128s,14
14,16,Fernando Alonso,McLaren Honda,+2.300s,11
55,17,Carlos Sainz,STR Renault,+2.380s,14
8,18,Romain Grosjean,Lotus Mercedes,+2.552s,17
28,19,Will Stevens,Marussia Ferrari,+5.146s,12
98,20,Roberto Merhi,Marussia Ferrari,+5.942s,14
