,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,57,1:35:05.809,25
7,2,Kimi Räikkönen,Ferrari,57,+3.380s,18
6,3,Nico Rosberg,Mercedes,57,+6.033s,15
77,4,Valtteri Bottas,Williams Mercedes,57,+42.957s,12
5,5,Sebastian Vettel,Ferrari,57,+43.989s,10
3,6,Daniel Ricciardo,Red Bull Racing Renault,57,+61.751s,8
8,7,Romain Grosjean,Lotus Mercedes,57,+84.763s,6
11,8,Sergio Perez,Force India Mercedes,56,+1 lap,4
26,9,Daniil Kvyat,Red Bull Racing Renault,56,+1 lap,2
19,10,Felipe Massa,Williams Mercedes,56,+1 lap,1
14,11,Fernando Alonso,McLaren Honda,56,+1 lap,0
12,12,Felipe Nasr,Sauber Ferrari,56,+1 lap,0
27,13,Nico Hulkenberg,Force India Mercedes,56,+1 lap,0
9,14,Marcus Ericsson,Sauber Ferrari,56,+1 lap,0
13,15,Pastor Maldonado,Lotus Mercedes,56,+1 lap,0
28,16,Will Stevens,Marussia Ferrari,55,+2 laps,0
98,17,Roberto Merhi,Marussia Ferrari,54,+3 laps,0
33,NC,Max Verstappen,STR Renault,34,DNF,0
55,NC,Carlos Sainz,STR Renault,29,DNF,0
22,NC,Jenson Button,McLaren Honda,0,DNS,0
