,Position,Driver,Car,Laps,Time,Points
7,1,Alain Prost,McLaren TAG,31,1:01:07.740,4.5
19,2,Ayrton Senna,Toleman Hart,31,+7.446s,3
28,3,Rene Arnoux,Ferrari,31,+29.077s,2
6,4,Keke Rosberg,Williams Honda,31,+35.246s,1.5
11,5,Elio de Angelis,Lotus Renault,31,+44.439s,1
27,6,Michele Alboreto,Ferrari,30,+1 lap,0.5
24,7,Piercarlo Ghinzani,Osella Alfa Romeo,30,+1 lap,0
5,8,Jacques Laffite,Williams Honda,30,+1 lap,0
22,NC,Riccardo Patrese,Alfa Romeo,24,DNF,0
8,NC,Niki Lauda,McLaren TAG,23,DNF,0
14,NC,Manfred Winkelhock,ATS BMW,22,DNF,0
12,NC,Nigel Mansell,Lotus Renault,15,DNF,0
1,NC,Nelson Piquet,Brabham BMW,14,DNF,0
25,NC,Francois Hesnault,Ligier Renault,12,DNF,0
2,NC,Corrado Fabi,Brabham BMW,9,DNF,0
20,NC,Johnny Cecotto,Toleman Hart,1,DNF,0
