,Position,Driver,Car,Laps,Time,Points
28,1,Gerhard Berger,Ferrari,45,1:22:37.272,10
26,2,Olivier Panis,Ligier Renault,45,+54.779s,6
25,3,Eric Bernard,Ligier Renault,45,+65.042s,4
9,4,Christian Fittipaldi,Footwork Ford,45,+81.609s,3
10,5,Gianni Morbidelli,Footwork Ford,45,+90.544s,2
20,6,Erik Comas,Larrousse Ford,45,+105.445s,1
19,7,Olivier Beretta,Larrousse Ford,44,+1 lap,0
0,8,Damon Hill,Williams Renault,44,+1 lap,0
32,NC,Jean-Marc Gounon,Simtek Ford,39,DNF,0
31,NC,David Brabham,Simtek Ford,37,DNF,0
5,NC,Michael Schumacher,Benetton Ford,20,DNF,0
8,NC,Martin Brundle,McLaren Peugeot,19,DNF,0
2,NC,David Coulthard,Williams Renault,17,DNF,0
6,NC,Jos Verstappen,Benetton Ford,15,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,6,DNF,0
4,NC,Mark Blundell,Tyrrell Yamaha,0,DNF,0
7,NC,Mika Hakkinen,McLaren Peugeot,0,DNF,0
11,NC,Alessandro Zanardi,Lotus Mugen Honda,0,DNF,0
12,NC,Johnny Herbert,Lotus Mugen Honda,0,DNF,0
14,NC,Rubens Barrichello,Jordan Hart,0,DNF,0
15,NC,Eddie Irvine,Jordan Hart,0,DNF,0
23,NC,Pierluigi Martini,Minardi Ford,0,DNF,0
24,NC,Michele Alboreto,Minardi Ford,0,DNF,0
27,NC,Jean Alesi,Ferrari,0,DNF,0
29,NC,Andrea de Cesaris,Sauber Mercedes,0,DNF,0
30,NC,Heinz-Harald Frentzen,Sauber Mercedes,0,DNF,0
