,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:24.251,1:23.383,1:23.397,15
7,2,Kimi Räikkönen,Ferrari,1:24.662,1:23.757,1:23.631,17
5,3,Sebastian Vettel,Ferrari,1:24.989,1:23.577,1:23.685,20
6,4,Nico Rosberg,Mercedes,1:24.609,1:23.864,1:23.703,19
19,5,Felipe Massa,Williams Mercedes,1:25.184,1:23.983,1:23.940,19
77,6,Valtteri Bottas,Williams Mercedes,1:24.979,1:24.313,1:24.127,17
11,7,Sergio Perez,Force India Mercedes,1:24.801,1:24.379,1:24.626,19
8,8,Romain Grosjean,Lotus Mercedes,1:25.144,1:24.448,1:25.054,19
27,9,Nico Hulkenberg,Force India Mercedes,1:24.937,1:24.510,1:25.317,18
9,10,Marcus Ericsson,Sauber Ferrari,1:25.122,1:24.457,1:26.214,20
13,11,Pastor Maldonado,Lotus Mercedes,1:25.429,1:24.525,,16
12,12,Felipe Nasr,Sauber Ferrari,1:25.121,1:24.898,,15
55,13,Carlos Sainz,STR Renault,1:25.410,1:25.618,,10
26,14,Daniil Kvyat,Red Bull Racing Renault,1:25.742,1:25.796,,11
3,15,Daniel Ricciardo,Red Bull Racing Renault,1:25.633,,,3
22,16,Jenson Button,McLaren Honda,1:26.058,,,7
14,17,Fernando Alonso,McLaren Honda,1:26.154,,,7
28,18,Will Stevens,Marussia Ferrari,1:27.731,,,9
98,19,Roberto Merhi,Marussia Ferrari,1:27.912,,,9
33,NC,Max Verstappen,STR Renault,DNS,,,1
