,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:23.397
7,2,Kimi Räikkönen,Ferrari,1:23.631
5,3,Sebastian Vettel,Ferrari,1:23.685
6,4,Nico Rosberg,Mercedes,1:23.703
19,5,Felipe Massa,Williams Mercedes,1:23.940
77,6,Valtteri Bottas,Williams Mercedes,1:24.127
11,7,Sergio Perez,Force India Mercedes,1:24.626
8,8,Romain Grosjean,Lotus Mercedes,1:25.054
27,9,Nico Hulkenberg,Force India Mercedes,1:25.317
13,10,Pastor Maldonado,Lotus Mercedes,1:24.525
12,11,Felipe Nasr,Sauber Ferrari,1:24.898
9,12,Marcus Ericsson,Sauber Ferrari,1:26.214
28,13,Will Stevens,Marussia Ferrari,1:27.731
98,14,Roberto Merhi,Marussia Ferrari,1:27.912
22,15,Jenson Button,McLaren Honda,1:26.058
14,16,Fernando Alonso,McLaren Honda,1:26.154
55,17,Carlos Sainz,STR Renault,1:25.618
26,18,Daniil Kvyat,Red Bull Racing Renault,1:25.796
3,19,Daniel Ricciardo,Red Bull Racing Renault,
33,20,Max Verstappen,STR Renault,
