,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Lewis Hamilton,McLaren Mercedes,13,1:42.061,192.273
5,2,Sebastian Vettel,RBR Renault,14,1:42.358,191.715
6,3,Mark Webber,RBR Renault,14,1:42.609,191.246
1,4,Jenson Button,McLaren Mercedes,14,1:42.886,190.731
4,5,Nico Rosberg,Mercedes,14,1:43.245,190.068
11,6,Robert Kubica,Renault,14,1:43.630,189.362
17,7,Jaime Alguersuari,STR Ferrari,14,1:43.755,189.134
12,8,Vitaly Petrov,Renault,14,1:43.801,189.050
8,9,Fernando Alonso,Ferrari,14,1:44.134,188.445
3,10,Michael Schumacher,Mercedes,14,1:44.298,188.149
14,11,Adrian Sutil,Force India Mercedes,14,1:44.364,188.030
10,12,Nico Hulkenberg,Williams Cosworth,13,1:44.549,187.697
7,13,Felipe Massa,Ferrari,14,1:44.594,187.616
9,14,Rubens Barrichello,Williams Cosworth,17,1:45.559,185.901
19,15,Heikki Kovalainen,Lotus Cosworth,14,1:47.141,183.156
22,16,Pedro de la Rosa,Sauber Ferrari,6,1:47.739,182.140
21,17,Bruno Senna,HRT Cosworth,16,1:48.216,181.337
20,18,Karun Chandhok,HRT Cosworth,15,1:48.788,180.383
18,19,Jarno Trulli,Lotus Cosworth,14,1:49.675,178.925
25,20,Lucas di Grassi,Virgin Cosworth,7,1:53.185,173.376
