,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:36.317,1:35.280,1:34.558,21
6,2,Mark Webber,RBR Renault,1:35.978,1:35.100,1:34.806,17
8,3,Fernando Alonso,Ferrari,1:35.987,1:35.235,1:34.913,15
4,4,Nico Rosberg,Mercedes,1:35.952,1:35.134,1:34.923,17
1,5,Jenson Button,McLaren Mercedes,1:36.122,1:35.443,1:34.979,17
2,6,Lewis Hamilton,McLaren Mercedes,1:35.641,1:34.928,1:35.034,13
7,7,Felipe Massa,Ferrari,1:36.076,1:35.290,1:35.180,19
11,8,Robert Kubica,Renault,1:36.348,1:35.550,1:35.364,21
3,9,Michael Schumacher,Mercedes,1:36.484,1:35.715,1:35.646,21
14,10,Adrian Sutil,Force India Mercedes,1:36.671,1:35.665,1:35.963,23
9,11,Rubens Barrichello,Williams Cosworth,1:36.664,1:35.748,,15
17,12,Jaime Alguersuari,STR Ferrari,1:36.618,1:36.047,,17
16,13,Sebastien Buemi,STR Ferrari,1:36.793,1:36.149,,17
12,14,Vitaly Petrov,Renault,1:37.031,1:36.311,,10
23,15,Kamui Kobayashi,Sauber Ferrari,1:37.044,1:36.422,,16
10,16,Nico Hulkenberg,Williams Cosworth,1:37.049,1:36.647,,14
22,17,Pedro de la Rosa,Sauber Ferrari,1:37.050,1:37.020,,15
15,18,Vitantonio Liuzzi,Force India Mercedes,1:37.161,,,9
24,19,Timo Glock,Virgin Cosworth,1:39.278,,,6
18,20,Jarno Trulli,Lotus Cosworth,1:39.399,,,9
19,21,Heikki Kovalainen,Lotus Cosworth,1:39.520,,,8
25,22,Lucas di Grassi,Virgin Cosworth,1:39.783,,,6
21,23,Bruno Senna,HRT Cosworth,1:40.469,,,10
20,24,Karun Chandhok,HRT Cosworth,1:40.578,,,7
