,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:18.440
1,2,Ronnie Peterson,Lotus Ford,1:18.470
11,3,Clay Regazzoni,Ferrari,1:18.780
5,4,Emerson Fittipaldi,McLaren Ford,1:19.250
2,5,Jacky Ickx,Lotus Ford,1:19.280
7,6,Carlos Reutemann,Brabham Ford,1:19.370
20,7,Arturo Merzario,Iso Marlboro Ford,1:19.540
56,8,Denny Hulme,McLaren Ford,1:19.660
3,9,Jody Scheckter,Tyrrell Ford,1:19.860
24,10,James Hunt,March Ford,1:19.870
14,11,Jean-Pierre Beltoise,BRM,1:20.030
17,12,Jean-Pierre Jarier,Shadow Ford,1:20.200
9,13,Hans-Joachim Stuck,March Ford,1:20.460
18,14,Carlos Pace,Surtees Ford,1:20.520
28,15,John Watson,Brabham Ford,1:20.540
4,16,Patrick Depailler,Tyrrell Ford,1:20.650
33,17,Mike Hailwood,McLaren Ford,1:20.650
19,18,Jochen Mass,Surtees Ford,1:20.800
26,19,Graham Hill,Lola Ford,1:20.990
15,20,Henri Pescarolo,BRM,1:21.320
16,21,Brian   Redman,Shadow Ford,1:21.350
37,22,Francois  Migault,BRM,1:21.430
30,23,Chris Amon,Amon Ford,1:21.790
8,24,Rikky von Opel,Brabham Ford,1:21.850
23,25,Tim   Schenken,Trojan Ford,1:21.890
