,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:33.015,1:32.632,1:32.584,16
44,2,Lewis Hamilton,Mercedes,1:32.844,1:32.789,1:32.660,15
77,3,Valtteri Bottas,Williams Mercedes,1:34.326,1:33.416,1:33.024,11
5,4,Sebastian Vettel,Ferrari,1:34.431,1:33.844,1:33.245,11
19,5,Felipe Massa,Williams Mercedes,1:34.744,1:33.377,1:33.337,12
7,6,Kimi Räikkönen,Ferrari,1:34.171,1:33.361,1:33.347,10
3,7,Daniel Ricciardo,Red Bull Racing Renault,1:34.399,1:34.153,1:33.497,17
8,8,Romain Grosjean,Lotus Mercedes,1:34.398,1:34.278,1:33.967,19
11,9,Sergio Perez,Force India Mercedes,1:35.001,1:34.174,DNF,16
26,10,Daniil Kvyat,Red Bull Racing Renault,1:34.646,1:34.201,DNF,15
27,11,Nico Hulkenberg,Force India Mercedes,1:35.328,1:34.390,,13
55,12,Carlos Sainz,STR Renault,1:34.873,1:34.453,,15
13,13,Pastor Maldonado,Lotus Mercedes,1:34.796,1:34.497,,13
14,14,Fernando Alonso,McLaren Honda,1:35.467,1:34.785,,8
33,15,Max Verstappen,STR Renault,1:34.522,,,8
22,16,Jenson Button,McLaren Honda,1:35.664,,,6
9,17,Marcus Ericsson,Sauber Ferrari,1:35.673,,,5
12,18,Felipe Nasr,Sauber Ferrari,1:35.760,,,6
28,19,Will Stevens,Marussia Ferrari,1:38.783,,,5
53,NC,Alexander Rossi,Marussia Ferrari,1:47.114,,,5
