,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,33,1:36.145,217.434,14:58:51
6,2,Nico Rosberg,Mercedes,31,1:37.147,215.191,14:55:47
5,3,Sebastian Vettel,Ferrari,32,1:37.906,213.523,14:57:26
7,4,Kimi Räikkönen,Ferrari,32,1:38.035,213.242,14:57:40
13,5,Pastor Maldonado,Lotus Mercedes,39,1:38.136,213.022,15:09:52
8,6,Romain Grosjean,Lotus Mercedes,35,1:38.167,212.955,15:03:12
33,7,Max Verstappen,STR Renault,32,1:38.237,212.803,14:58:32
77,8,Valtteri Bottas,Williams Mercedes,41,1:38.241,212.795,15:12:29
27,9,Nico Hulkenberg,Force India Mercedes,43,1:38.331,212.600,15:16:09
26,10,Daniil Kvyat,Red Bull Racing Renault,36,1:38.366,212.524,15:05:26
11,11,Sergio Perez,Force India Mercedes,50,1:38.591,212.039,15:28:52
19,12,Felipe Massa,Williams Mercedes,51,1:38.595,212.031,15:32:22
55,13,Carlos Sainz,STR Renault,16,1:38.686,211.835,14:31:04
3,14,Daniel Ricciardo,Red Bull Racing Renault,32,1:38.898,211.381,14:58:56
9,15,Marcus Ericsson,Sauber Ferrari,28,1:39.343,210.434,14:51:59
14,16,Fernando Alonso,McLaren Honda,45,1:39.614,209.862,15:20:19
12,17,Felipe Nasr,Sauber Ferrari,39,1:40.088,208.868,15:10:45
22,18,Jenson Button,McLaren Honda,31,1:40.121,208.799,14:57:01
28,19,Will Stevens,Marussia Ferrari,44,1:41.452,206.060,15:21:34
53,20,Alexander Rossi,Marussia Ferrari,35,1:41.467,206.029,15:05:20
