,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:28:06.508,25
6,2,Nico Rosberg,Mercedes,53,+18.964s,18
5,3,Sebastian Vettel,Ferrari,53,+20.850s,15
7,4,Kimi Räikkönen,Ferrari,53,+33.768s,12
77,5,Valtteri Bottas,Williams Mercedes,53,+36.746s,10
27,6,Nico Hulkenberg,Force India Mercedes,53,+55.559s,8
8,7,Romain Grosjean,Lotus Mercedes,53,+72.298s,6
13,8,Pastor Maldonado,Lotus Mercedes,53,+73.575s,4
33,9,Max Verstappen,STR Renault,53,+95.315s,2
55,10,Carlos Sainz,STR Renault,52,+1 lap,1
14,11,Fernando Alonso,McLaren Honda,52,+1 lap,0
11,12,Sergio Perez,Force India Mercedes,52,+1 lap,0
26,13,Daniil Kvyat,Red Bull Racing Renault,52,+1 lap,0
9,14,Marcus Ericsson,Sauber Ferrari,52,+1 lap,0
3,15,Daniel Ricciardo,Red Bull Racing Renault,52,+1 lap,0
22,16,Jenson Button,McLaren Honda,52,+1 lap,0
19,17,Felipe Massa,Williams Mercedes,51,+2 laps,0
53,18,Alexander Rossi,Marussia Ferrari,51,+2 laps,0
28,19,Will Stevens,Marussia Ferrari,50,+3 laps,0
12,20,Felipe Nasr,Sauber Ferrari,49,DNF,0
