,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Benetton Ford,1:27.432,15
14,2,Rubens Barrichello,Jordan Hart,+0.503s,18
3,3,Ukyo Katayama,Tyrrell Yamaha,+0.676s,22
0,4,Damon Hill,Williams Renault,+0.712s,6
15,5,Eddie Irvine,Jordan Hart,+0.728s,21
7,6,Mika Hakkinen,McLaren Peugeot,+0.784s,19
2,7,David Coulthard,Williams Renault,+1.137s,11
4,8,Mark Blundell,Tyrrell Yamaha,+1.160s,17
10,9,Gianni Morbidelli,Footwork Ford,+1.448s,19
8,10,Martin Brundle,McLaren Peugeot,+1.735s,16
23,11,Pierluigi Martini,Minardi Ford,+1.971s,23
30,12,Heinz-Harald Frentzen,Sauber Mercedes,+2.294s,20
6,13,Jos Verstappen,Benetton Ford,+2.311s,20
24,14,Michele Alboreto,Minardi Ford,+2.600s,22
27,15,Jean Alesi,Ferrari,+2.677s,14
9,16,Christian Fittipaldi,Footwork Ford,+2.703s,17
26,17,Olivier Panis,Ligier Renault,+2.951s,20
25,18,Eric Bernard,Ligier Renault,+3.254s,22
19,19,Olivier Beretta,Larrousse Ford,+3.528s,22
12,20,Johnny Herbert,Lotus Mugen Honda,+3.723s,15
20,21,Erik Comas,Larrousse Ford,+4.004s,22
11,22,Alessandro Zanardi,Lotus Mugen Honda,+4.353s,19
32,23,Jean-Marc Gounon,Simtek Ford,+4.532s,18
29,24,Andrea de Cesaris,Sauber Mercedes,+4.627s,16
34,25,Bertrand Gachot,Pacific Ilmor,+4.636s,21
31,26,David Brabham,Simtek Ford,+5.216s,16
33,27,Paul Belmondo,Pacific Ilmor,+7.567s,19
