,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:48.125,7
10,2,Juan Pablo Montoya,McLaren Mercedes,+0.391s,9
6,3,Giancarlo Fisichella,Renault,+0.758s,8
5,4,Fernando Alonso,Renault,+1.161s,7
1,5,Michael Schumacher,Ferrari,+1.395s,11
3,6,Jenson Button,BAR Honda,+1.655s,8
7,7,Mark Webber,Williams BMW,+1.941s,5
14,8,David Coulthard,RBR Cosworth,+2.014s,14
17,9,Ralf Schumacher,Toyota,+2.278s,8
8,10,Antonio Pizzonia,Williams BMW,+2.324s,9
16,11,Jarno Trulli,Toyota,+2.326s,9
4,12,Takuma Sato,BAR Honda,+2.625s,10
12,13,Felipe Massa,Sauber Petronas,+2.752s,8
15,14,Christian Klien,RBR Cosworth,+2.782s,14
11,15,Jacques Villeneuve,Sauber Petronas,+3.530s,8
18,16,Tiago Monteiro,Jordan Toyota,+3.828s,9
21,17,Christijan Albers,Minardi Cosworth,+5.125s,8
20,18,Robert Doornbos,Minardi Cosworth,+5.153s,8
19,19,Narain Karthikeyan,Jordan Toyota,+5.355s,5
2,20,Rubens Barrichello,Ferrari,,1
