,Position,Driver,Car,Lap,Time,Avg Speed
17,1,Ralf Schumacher,Toyota,43,1:51.453,225.329
7,2,Mark Webber,Williams BMW,44,1:52.287,223.655
15,3,Christian Klien,RBR Cosworth,43,1:52.582,223.069
2,4,Rubens Barrichello,Ferrari,44,1:52.590,223.053
3,5,Jenson Button,BAR Honda,44,1:53.323,221.610
9,6,Kimi Räikkönen,McLaren Mercedes,34,1:53.810,220.662
11,7,Jacques Villeneuve,Sauber Petronas,44,1:54.251,219.810
19,8,Narain Karthikeyan,Jordan Toyota,43,1:55.885,216.711
10,9,Juan Pablo Montoya,McLaren Mercedes,14,1:55.988,216.518
5,10,Fernando Alonso,Renault,31,1:56.131,216.252
16,11,Jarno Trulli,Toyota,3,1:56.953,214.732
6,12,Giancarlo Fisichella,Renault,9,1:57.117,214.431
1,13,Michael Schumacher,Ferrari,10,1:57.444,213.834
4,14,Takuma Sato,BAR Honda,10,1:57.534,213.670
8,15,Antonio Pizzonia,Williams BMW,32,1:57.541,213.658
12,16,Felipe Massa,Sauber Petronas,28,1:57.748,213.282
18,17,Tiago Monteiro,Jordan Toyota,41,1:57.886,213.032
14,18,David Coulthard,RBR Cosworth,8,1:58.451,212.016
20,19,Robert Doornbos,Minardi Cosworth,38,2:01.148,207.296
21,20,Christijan Albers,Minardi Cosworth,6,2:01.627,206.480
