,Position,Driver,Car,Time / Gap
1,1,Ayrton Senna,McLaren Honda,1:20.458
5,2,Nigel Mansell,Williams Renault,+0.327s
2,3,Gerhard Berger,McLaren Honda,+0.470s
6,4,Riccardo Patrese,Williams Renault,+0.528s
19,5,Michael Schumacher,Benetton Ford,+0.987s
27,6,Jean Alesi,Ferrari,+1.865s
20,7,Martin Brundle,Benetton Ford,+1.988s
12,8,Johnny Herbert,Lotus Ford,+2.461s
4,9,Andrea de Cesaris,Tyrrell Ilmor,+2.670s
9,10,Michele Alboreto,Footwork Mugen Honda,+2.963s
30,11,Ukyo Katayama,Venturi Lamborghini,+2.979s
3,12,Olivier Grouillard,Tyrrell Ilmor,+3.041s
16,13,Karl Wendlinger,March Ilmor,+3.075s
29,14,Bertrand Gachot,Venturi Lamborghini,+3.235s
24,15,Gianni Morbidelli,Minardi Lamborghini,+3.269s
11,16,Mika Hakkinen,Lotus Ford,+3.313s
32,17,Stefano Modena,Jordan Yamaha,+3.367s
26,18,Erik Comas,Ligier Renault,+3.462s
28,19,Ivan Capelli,Ferrari,+3.487s
25,20,Thierry Boutsen,Ligier Renault,+3.995s
33,21,Mauricio Gugelmin,Jordan Yamaha,+4.023s
22,22,Pierluigi Martini,Dallara Ferrari,+4.265s
23,23,Christian Fittipaldi,Minardi Lamborghini,+4.413s
10,24,Aguri Suzuki,Footwork Mugen Honda,+4.587s
17,25,Paul Belmondo,March Ilmor,+4.651s
21,26,Jyrki Jarvilehto,Dallara Ferrari,+4.877s
14,27,Andrea Chiesa,Fondmetal Ford,+4.957s
15,28,Gabriele Tarquini,Fondmetal Ford,+5.070s
7,29,Eric van de Poele,Brabham Judd,+10.306s
8,30,Damon Hill,Brabham Judd,+11.170s
