,Position,Driver,Car,Laps,Time,Points
2,1,Gerhard Berger,McLaren Honda,69,1:37:08.299,10
19,2,Michael Schumacher,Benetton Ford,69,+12.401s,6
27,3,Jean Alesi,Ferrari,69,+67.327s,4
16,4,Karl Wendlinger,March Ilmor,68,+1 lap,3
4,5,Andrea de Cesaris,Tyrrell Ilmor,68,+1 lap,2
26,6,Erik Comas,Ligier Renault,68,+1 lap,1
9,7,Michele Alboreto,Footwork Mugen Honda,68,+1 lap,0
22,8,Pierluigi Martini,Dallara Ferrari,68,+1 lap,0
21,9,Jyrki Jarvilehto,Dallara Ferrari,68,+1 lap,0
25,10,Thierry Boutsen,Ligier Renault,67,+2 laps,0
24,11,Gianni Morbidelli,Minardi Lamborghini,67,+2 laps,0
3,12,Olivier Grouillard,Tyrrell Ilmor,67,+2 laps,0
23,13,Christian Fittipaldi,Minardi Lamborghini,65,+4 laps,0
17,14,Paul Belmondo,March Ilmor,64,+5 laps,0
30,NC,Ukyo Katayama,Venturi Lamborghini,61,DNF,0
20,NC,Martin Brundle,Benetton Ford,45,DNF,0
6,NC,Riccardo Patrese,Williams Renault,43,DNF,0
1,NC,Ayrton Senna,McLaren Honda,37,DNF,0
32,NC,Stefano Modena,Jordan Yamaha,36,DNF,0
11,NC,Mika Hakkinen,Lotus Ford,35,DNF,0
12,NC,Johnny Herbert,Lotus Ford,34,DNF,0
28,NC,Ivan Capelli,Ferrari,18,DNF,0
5,NC,Nigel Mansell,Williams Renault,14,DNF,0
33,NC,Mauricio Gugelmin,Jordan Yamaha,14,DNF,0
29,NC,Bertrand Gachot,Venturi Lamborghini,14,DNF,0
