,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:37.428,25
6,2,Nico Rosberg,Mercedes,+0.315s,27
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+1.951s,28
7,4,Kimi Räikkönen,Ferrari,+1.979s,21
27,5,Nico Hulkenberg,Force India Mercedes,+2.284s,27
77,6,Valtteri Bottas,Williams Mercedes,+2.348s,30
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,+2.535s,26
5,8,Sebastian Vettel,Ferrari,+2.560s,15
26,9,Daniil Kvyat,Toro Rosso Ferrari,+2.703s,16
55,10,Carlos Sainz,Toro Rosso Ferrari,+2.712s,26
19,11,Felipe Massa,Williams Mercedes,+2.763s,27
12,12,Felipe Nasr,Sauber Ferrari,+2.859s,16
14,13,Fernando Alonso,McLaren Honda,+2.934s,26
8,14,Romain Grosjean,Haas Ferrari,+3.398s,15
21,15,Esteban Gutierrez ,Haas Ferrari,+3.542s,15
9,16,Marcus Ericsson,Sauber Ferrari,+3.742s,17
34,17,Alfonso Celis,Force India Mercedes,+3.994s,27
22,18,Jenson Button,McLaren Honda,+4.235s,21
20,19,Kevin Magnussen,Renault,+4.514s,22
42,20,Jordan King,MRT Mercedes,+4.584s,29
30,21,Jolyon Palmer,Renault,+4.904s,31
31,22,Esteban Ocon,MRT Mercedes,+6.446s,27
