,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
5,1,Sebastian Vettel,Ferrari,55,1:39.877,198.712,15:40:53
7,2,Kimi Räikkönen,Ferrari,26,1:41.841,194.880,14:49:27
6,3,Nico Rosberg,Mercedes,34,1:41.897,194.773,15:04:13
44,4,Lewis Hamilton,Mercedes,45,1:42.386,193.842,15:22:55
33,5,Max Verstappen,Red Bull Racing TAG Heuer,28,1:42.424,193.770,14:53:06
20,6,Kevin Magnussen,Renault,45,1:42.475,193.674,15:25:23
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,51,1:42.555,193.523,15:33:29
55,8,Carlos Sainz,Toro Rosso Ferrari,33,1:42.832,193.002,15:03:19
19,9,Felipe Massa,Williams Mercedes,33,1:43.414,191.915,15:03:21
14,10,Fernando Alonso,McLaren Honda,36,1:43.502,191.752,15:08:36
31,11,Esteban Ocon,MRT Mercedes,46,1:43.585,191.599,15:28:17
11,12,Sergio Perez,Force India Mercedes,33,1:43.925,190.972,15:03:40
12,13,Felipe Nasr,Sauber Ferrari,55,1:44.117,190.620,15:43:13
8,14,Romain Grosjean,Haas Ferrari,35,1:44.335,190.221,15:07:19
22,15,Jenson Button,McLaren Honda,37,1:44.468,189.979,15:10:43
30,16,Jolyon Palmer,Renault,18,1:44.724,189.515,14:36:18
26,17,Daniil Kvyat,Toro Rosso Ferrari,48,1:44.730,189.504,15:30:26
77,18,Valtteri Bottas,Williams Mercedes,34,1:44.977,189.058,15:06:15
9,19,Marcus Ericsson,Sauber Ferrari,19,1:45.140,188.765,14:38:05
21,20,Esteban Gutierrez ,Haas Ferrari,15,1:45.364,188.364,14:30:52
94,21,Pascal Wehrlein,MRT Mercedes,36,1:45.451,188.208,15:09:41
