,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:36.766,16
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.266s,19
7,3,Kimi Räikkönen,Ferrari,+0.518s,15
44,4,Lewis Hamilton,Mercedes,+0.717s,12
6,5,Nico Rosberg,Mercedes,+1.018s,10
5,6,Sebastian Vettel,Ferrari,+1.128s,8
27,7,Nico Hulkenberg,Force India Mercedes,+1.182s,17
77,8,Valtteri Bottas,Williams Mercedes,+1.422s,16
22,9,Jenson Button,McLaren Honda,+1.446s,14
14,10,Fernando Alonso,McLaren Honda,+1.686s,13
11,11,Sergio Perez,Force India Mercedes,+1.746s,16
30,12,Jolyon Palmer,Renault,+1.762s,14
19,13,Felipe Massa,Williams Mercedes,+1.841s,15
26,14,Daniil Kvyat,Toro Rosso Ferrari,+1.925s,16
55,15,Carlos Sainz,Toro Rosso Ferrari,+1.944s,6
21,16,Esteban Gutierrez ,Haas Ferrari,+2.173s,13
8,17,Romain Grosjean,Haas Ferrari,+2.331s,13
20,18,Kevin Magnussen,Renault,+2.339s,14
9,19,Marcus Ericsson,Sauber Ferrari,+2.473s,14
12,20,Felipe Nasr,Sauber Ferrari,+2.743s,14
31,21,Esteban Ocon,MRT Mercedes,+3.005s,19
94,22,Pascal Wehrlein,MRT Mercedes,+4.661s,7
