,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,26,1:32.226,200.871
2,2,Rubens Barrichello,Ferrari,44,1:32.785,199.661
4,3,Kimi Räikkönen,McLaren Mercedes,59,1:33.159,198.860
15,4,Jenson Button,Renault,47,1:33.676,197.762
5,5,Ralf Schumacher,Williams BMW,49,1:33.856,197.383
7,6,Nick Heidfeld,Sauber Petronas,56,1:34.224,196.612
14,7,Jarno Trulli,Renault,57,1:34.246,196.566
20,8,Heinz-Harald Frentzen,Arrows Cosworth,47,1:34.503,196.031
3,9,David Coulthard,McLaren Mercedes,21,1:34.583,195.866
12,10,Olivier Panis,BAR Honda,58,1:34.609,195.812
6,11,Juan Pablo Montoya,Williams BMW,21,1:34.635,195.758
8,12,Felipe Massa,Sauber Petronas,57,1:34.683,195.659
11,13,Jacques Villeneuve,BAR Honda,56,1:34.809,195.399
10,14,Takuma Sato,Jordan Honda,57,1:35.029,194.946
24,15,Mika Salo,Toyota,39,1:35.267,194.459
21,16,Enrique Bernoldi,Arrows Cosworth,48,1:35.391,194.207
25,17,Allan McNish,Toyota,58,1:35.503,193.979
17,18,Pedro de la Rosa,Jaguar Cosworth,52,1:35.644,193.693
23,19,Mark Webber,Minardi Asiatech,37,1:35.880,193.216
16,20,Eddie Irvine,Jaguar Cosworth,19,1:36.662,191.653
22,21,Alex Yoong,Minardi Asiatech,21,1:36.932,191.119
9,22,Giancarlo Fisichella,Jordan Honda,3,1:37.011,190.963
