,Position,Driver,Car,Laps,Time,Points
2,1,Rubens Barrichello,Ferrari,60,1:35:07.426,10
1,2,Michael Schumacher,Ferrari,60,+0.294s,6
4,3,Kimi Räikkönen,McLaren Mercedes,60,+46.435s,4
5,4,Ralf Schumacher,Williams BMW,60,+66.963s,3
15,5,Jenson Button,Renault,60,+76.943s,2
8,6,Felipe Massa,Sauber Petronas,59,+1 lap,1
7,7,Nick Heidfeld,Sauber Petronas,59,+1 lap,0
14,8,Jarno Trulli,Renault,59,+1 lap,0
12,9,Olivier Panis,BAR Honda,59,+1 lap,0
21,10,Enrique Bernoldi,Arrows Cosworth,59,+1 lap,0
17,11,Pedro de la Rosa,Jaguar Cosworth,59,+1 lap,0
11,12,Jacques Villeneuve,BAR Honda,59,+1 lap,0
20,13,Heinz-Harald Frentzen,Arrows Cosworth,59,+1 lap,0
25,14,Allan McNish,Toyota,59,+1 lap,0
23,15,Mark Webber,Minardi Asiatech,58,+2 laps,0
10,16,Takuma Sato,Jordan Honda,58,+2 laps,0
24,NC,Mika Salo,Toyota,51,DNF,0
22,NC,Alex Yoong,Minardi Asiatech,48,DNF,0
16,NC,Eddie Irvine,Jaguar Cosworth,41,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,27,DNF,0
3,NC,David Coulthard,McLaren Mercedes,27,DNF,0
9,NC,Giancarlo Fisichella,Jordan Honda,26,DNF,0
