,Position,Driver,Car,Time
2,1,Ronnie Peterson,Lotus Ford,1:16.300
7,2,Denny Hulme,McLaren Ford,1:16.500
8,3,Peter   Revson,McLaren Ford,1:16.500
5,4,Jackie Stewart,Tyrrell Ford,1:16.700
1,5,Emerson Fittipaldi,Lotus Ford,1:16.700
30,6,Jody Scheckter,McLaren Ford,1:16.900
6,7,Francois  Cevert ,Tyrrell Ford,1:17.300
10,8,Carlos Reutemann,Brabham Ford,1:17.400
21,9,Niki Lauda,BRM,1:17.400
19,10,Clay Regazzoni,BRM,1:17.500
27,11,James Hunt,March Ford,1:17.600
23,12,Mike Hailwood,Surtees Ford,1:18.000
11,13,Wilson Fittipaldi,Brabham Ford,1:18.100
31,14,Jochen Mass,Surtees Ford,1:18.300
24,15,Carlos Pace,Surtees Ford,1:18.300
18,16,David Purley,March Ford,1:18.400
20,17,Jean-Pierre Beltoise,BRM,1:18.400
25,18,Howden  Ganley ,Iso Marlboro Ford,1:18.600
3,19,Jacky Ickx,Ferrari,1:18.900
9,20,Andrea de Adamich ,Brabham Ford,1:19.100
28,21,Rikky von Opel,Ensign Ford,1:19.200
14,22,Roger  Williamson ,March Ford,1:19.500
29,23,John Watson,Brabham Ford,1:20.100
15,24,Mike  Beuttler ,March Ford,1:20.100
16,25,George  Follmer ,Shadow Ford,1:20.300
17,26,Jackie Oliver,Shadow Ford,1:20.300
12,27,Graham Hill,Shadow Ford,1:20.500
26,28,Graham  McRae ,Iso Marlboro Ford,1:20.800
22,29,Chris Amon,Tecno,1:21.000
