,Position,Driver,Car,Laps,Time,Points
8,1,Peter   Revson,McLaren Ford,67,1:29:18.500,9
2,2,Ronnie Peterson,Lotus Ford,67,+2.800s,6
7,3,Denny Hulme,McLaren Ford,67,+3.000s,4
27,4,James Hunt,March Ford,67,+3.400s,3
6,5,Francois  Cevert ,Tyrrell Ford,67,+36.600s,2
10,6,Carlos Reutemann,Brabham Ford,67,+44.700s,1
19,7,Clay Regazzoni,BRM,67,+71.700s,0
3,8,Jacky Ickx,Ferrari,67,+77.400s,0
25,9,Howden  Ganley ,Iso Marlboro Ford,66,+1 lap,0
5,10,Jackie Stewart,Tyrrell Ford,66,+1 lap,0
15,11,Mike  Beuttler ,March Ford,65,+2 laps,0
21,12,Niki Lauda,BRM,63,+4 laps,0
28,13,Rikky von Opel,Ensign Ford,61,+6 laps,0
11,NC,Wilson Fittipaldi,Brabham Ford,44,DNF,0
1,NC,Emerson Fittipaldi,Lotus Ford,36,DNF,0
29,NC,John Watson,Brabham Ford,36,DNF,0
12,NC,Graham Hill,Shadow Ford,24,DNF,0
22,NC,Chris Amon,Tecno,6,DNF,0
26,NC,Graham  McRae ,Iso Marlboro Ford,0,DNF,0
20,NC,Jean-Pierre Beltoise,BRM,0,DNF,0
9,NC,Andrea de Adamich ,Brabham Ford,0,DNF,0
16,NC,George  Follmer ,Shadow Ford,0,DNF,0
23,NC,Mike Hailwood,Surtees Ford,0,DNF,0
31,NC,Jochen Mass,Surtees Ford,0,DNF,0
24,NC,Carlos Pace,Surtees Ford,0,DNF,0
30,NC,Jody Scheckter,McLaren Ford,0,DNF,0
14,NC,Roger  Williamson ,March Ford,0,DNF,0
17,NC,Jackie Oliver,Shadow Ford,0,DNF,0
