,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,53,1:36.808,202.706
5,2,Jenson Button,McLaren Mercedes,56,1:38.058,200.122
17,3,Valtteri Bottas,Williams Renault,53,1:38.200,199.832
3,4,Fernando Alonso,Ferrari,46,1:39.506,197.210
7,5,Kimi Räikkönen,Lotus Renault,51,1:39.955,196.324
10,6,Lewis Hamilton,Mercedes,50,1:39.981,196.273
14,7,Paul di Resta,Force India Mercedes,55,1:40.101,196.038
18,8,Jean-Eric Vergne,STR Ferrari,56,1:40.138,195.965
19,9,Daniel Ricciardo,STR Ferrari,55,1:40.240,195.766
4,10,Felipe Massa,Ferrari,55,1:40.284,195.680
8,11,Romain Grosjean,Lotus Renault,55,1:40.563,195.137
11,12,Nico Hulkenberg,Sauber Ferrari,31,1:40.630,195.007
16,13,Pastor Maldonado,Williams Renault,54,1:40.968,194.354
6,14,Sergio Perez,McLaren Mercedes,55,1:41.281,193.754
22,15,Jules Bianchi,Marussia Cosworth,35,1:41.537,193.265
23,16,Max Chilton,Marussia Cosworth,39,1:41.978,192.429
20,17,Charles Pic,Caterham Renault,48,1:41.997,192.393
21,18,Giedo van der Garde,Caterham Renault,42,1:42.357,191.717
9,19,Nico Rosberg,Mercedes,7,1:43.378,189.823
2,20,Mark Webber,Red Bull Racing Renault,12,1:43.416,189.754
15,21,Adrian Sutil,Force India Mercedes,3,1:44.257,188.223
12,22,Esteban Gutierrez ,Sauber Ferrari,2,1:44.775,187.292
