,Position,Driver,Car,Time / Gap,Laps
9,1,Nico Rosberg,Mercedes,1:36.717,21
10,2,Lewis Hamilton,Mercedes,+0.454s,20
2,3,Mark Webber,Red Bull Racing Renault,+0.941s,21
1,4,Sebastian Vettel,Red Bull Racing Renault,+1.225s,20
3,5,Fernando Alonso,Ferrari,+1.248s,17
5,6,Jenson Button,McLaren Mercedes,+1.352s,24
4,7,Felipe Massa,Ferrari,+1.378s,14
15,8,Adrian Sutil,Force India Mercedes,+1.408s,21
8,9,Romain Grosjean,Lotus Renault,+1.681s,17
14,10,Paul di Resta,Force India Mercedes,+1.844s,15
7,11,Kimi Räikkönen,Lotus Renault,+2.073s,16
18,12,Jean-Eric Vergne,STR Ferrari,+2.340s,19
16,13,Pastor Maldonado,Williams Renault,+2.441s,22
11,14,Nico Hulkenberg,Sauber Ferrari,+2.463s,21
19,15,Daniel Ricciardo,STR Ferrari,+2.619s,19
6,16,Sergio Perez,McLaren Mercedes,+2.643s,20
17,17,Valtteri Bottas,Williams Renault,+2.675s,21
12,18,Esteban Gutierrez ,Sauber Ferrari,+3.315s,22
22,19,Jules Bianchi,Marussia Cosworth,+5.249s,16
23,20,Max Chilton,Marussia Cosworth,+5.339s,18
21,21,Giedo van der Garde,Caterham Renault,+5.366s,21
20,22,Qing Hua Ma,Caterham Renault,+6.828s,20
