,Position,Driver,Car,Time / Gap,Laps
4,1,Felipe Massa,Ferrari,1:35.340,32
7,2,Kimi Räikkönen,Lotus Renault,+0.152s,32
3,3,Fernando Alonso,Ferrari,+0.415s,30
9,4,Nico Rosberg,Mercedes,+0.479s,35
2,5,Mark Webber,Red Bull Racing Renault,+0.752s,31
5,6,Jenson Button,McLaren Mercedes,+1.092s,29
10,7,Lewis Hamilton,Mercedes,+1.156s,39
15,8,Adrian Sutil,Force India Mercedes,+1.174s,32
14,9,Paul di Resta,Force India Mercedes,+1.255s,33
1,10,Sebastian Vettel,Red Bull Racing Renault,+1.451s,27
6,11,Sergio Perez,McLaren Mercedes,+1.600s,16
8,12,Romain Grosjean,Lotus Renault,+1.623s,31
12,13,Esteban Gutierrez ,Sauber Ferrari,+1.763s,22
19,14,Daniel Ricciardo,STR Ferrari,+1.866s,39
18,15,Jean-Eric Vergne,STR Ferrari,+2.787s,34
17,16,Valtteri Bottas,Williams Renault,+2.845s,18
11,17,Nico Hulkenberg,Sauber Ferrari,+2.871s,32
16,18,Pastor Maldonado,Williams Renault,+2.936s,34
22,19,Jules Bianchi,Marussia Cosworth,+3.385s,29
21,20,Giedo van der Garde,Caterham Renault,+3.931s,21
20,21,Charles Pic,Caterham Renault,+4.474s,27
23,22,Max Chilton,Marussia Cosworth,+7.887s,5
