,Position,Driver,Car,Time
10,1,Lewis Hamilton,Mercedes,1:34.484
7,2,Kimi Räikkönen,Lotus Renault,1:34.761
3,3,Fernando Alonso,Ferrari,1:34.788
9,4,Nico Rosberg,Mercedes,1:34.861
4,5,Felipe Massa,Ferrari,1:34.933
8,6,Romain Grosjean,Lotus Renault,1:35.364
19,7,Daniel Ricciardo,STR Ferrari,1:35.998
5,8,Jenson Button,McLaren Mercedes,2:05.673
1,9,Sebastian Vettel,Red Bull Racing Renault,
11,10,Nico Hulkenberg,Sauber Ferrari,
14,11,Paul di Resta,Force India Mercedes,1:36.287
6,12,Sergio Perez,McLaren Mercedes,1:36.314
15,13,Adrian Sutil,Force India Mercedes,1:36.405
16,14,Pastor Maldonado,Williams Renault,1:37.139
18,15,Jean-Eric Vergne,STR Ferrari,1:37.199
17,16,Valtteri Bottas,Williams Renault,1:37.769
12,17,Esteban Gutierrez ,Sauber Ferrari,1:37.990
22,18,Jules Bianchi,Marussia Cosworth,1:38.780
23,19,Max Chilton,Marussia Cosworth,1:39.537
20,20,Charles Pic,Caterham Renault,1:39.614
21,21,Giedo van der Garde,Caterham Renault,1:39.660
2,22,Mark Webber,Red Bull Racing Renault,
