,Position,Driver,Car,Laps,Time,Points
20,1,Jody Scheckter,Wolf Ford,76,1:57:52.770,9
11,2,Niki Lauda,Ferrari,76,+0.889s,6
12,3,Carlos Reutemann,Ferrari,76,+32.800s,4
2,4,Jochen Mass,McLaren Ford,76,+34.600s,3
5,5,Mario Andretti,Lotus Ford,76,+35.550s,2
17,6,Alan  Jones,Shadow Ford,76,+36.610s,1
26,7,Jacques Laffite,Ligier Matra,76,+64.440s,0
19,8,Vittorio Brambilla,Surtees Ford,76,+68.640s,0
16,9,Riccardo Patrese,Shadow Ford,75,+1 lap,0
22,10,Jacky Ickx,Ensign Ford,75,+1 lap,0
34,11,Jean-Pierre Jarier,Penske Ford,74,+2 laps,0
24,12,Rupert Keegan,Hesketh Ford,73,+3 laps,0
6,NC,Gunnar Nilsson,Lotus Ford,51,DNF,0
7,NC,John Watson,Brabham Alfa Romeo,48,DNF,0
4,NC,Patrick Depailler,Tyrrell Ford,46,DNF,0
18,NC,Hans Binder,Surtees Ford,41,DNF,0
28,NC,Emerson Fittipaldi,Fittipaldi Ford,37,DNF,0
1,NC,James Hunt,McLaren Ford,25,DNF,0
8,NC,Hans-Joachim Stuck,Brabham Alfa Romeo,19,DNF,0
3,NC,Ronnie Peterson,Tyrrell Ford,10,DNF,0
