,Position,Driver,Car,Laps,Time,Points
20,1,Jackie Stewart,Matra Ford,68,1:39:11.260,9
4,2,Jochen Rindt,Lotus Ford,68,+0.080s,6
22,3,Jean-Pierre Beltoise,Matra Ford,68,+0.170s,4
18,4,Bruce McLaren,McLaren Ford,68,+0.190s,3
32,5,Piers   Courage,Brabham Ford,68,+33.440s,2
10,6,Pedro Rodriguez,Ferrari,66,+2 laps,1
16,7,Denny Hulme,McLaren Ford,66,+2 laps,0
30,8,Jo Siffert,Lotus Ford,64,DNF,0
2,9,Graham Hill,Lotus Ford,63,DNF,0
26,10,Jacky Ickx,Brabham Ford,61,DNF,0
14,NC,John Surtees,BRM,60,+8 laps,0
12,NC,Jackie Oliver,BRM,48,DNF,0
36,NC,Silvio  Moser ,Brabham Ford,9,DNF,0
28,NC,Jack Brabham,Brabham Ford,6,DNF,0
6,NC,John   Miles,Lotus Ford,3,DNF,0
