,Position,Driver,Car,Time
4,1,Jochen Rindt,Lotus Ford,1:25.480
16,2,Denny Hulme,McLaren Ford,1:25.690
20,3,Jackie Stewart,Matra Ford,1:25.820
32,4,Piers   Courage,Brabham Ford,1:26.480
18,5,Bruce McLaren,McLaren Ford,1:26.480
22,6,Jean-Pierre Beltoise,Matra Ford,1:26.720
28,7,Jack Brabham,Brabham Climax,1:26.900
30,8,Jo Siffert,Lotus Ford,1:27.040
2,9,Graham Hill,Lotus Ford,1:27.310
14,10,John Surtees,BRM,1:27.400
12,11,Jackie Oliver,BRM,1:28.400
10,12,Pedro Rodriguez,Ferrari,1:28.470
36,13,Silvio  Moser ,Brabham Ford,1:28.510
6,14,John   Miles,Lotus Ford,1:30.560
26,15,Jacky Ickx,Brabham Climax,1:37.960
