,Position,Driver,Car,Laps,Time,Points
22,1,Lewis Hamilton,McLaren Mercedes,76,2:00:42.742,10
4,2,Robert Kubica,Sauber BMW,76,+3.064s,8
2,3,Felipe Massa,Ferrari,76,+4.811s,6
10,4,Mark Webber,Red Bull Renault,76,+19.295s,5
15,5,Sebastian Vettel,STR Ferrari,76,+24.657s,4
17,6,Rubens Barrichello,Honda,76,+28.408s,3
8,7,Kazuki Nakajima,Williams Toyota,76,+30.180s,2
23,8,Heikki Kovalainen,McLaren Mercedes,76,+33.191s,1
1,9,Kimi Räikkönen,Ferrari,76,+33.792s,0
5,10,Fernando Alonso,Renault,75,+1 lap,0
16,11,Jenson Button,Honda,75,+1 lap,0
12,12,Timo Glock,Toyota,75,+1 lap,0
11,13,Jarno Trulli,Toyota,75,+1 lap,0
3,14,Nick Heidfeld,Sauber BMW,72,+4 laps,0
20,NC,Adrian Sutil,Force India Ferrari,67,DNF,0
7,NC,Nico Rosberg,Williams Toyota,59,DNF,0
6,NC,Nelson Piquet,Renault,47,DNF,0
21,NC,Giancarlo Fisichella,Force India Ferrari,36,DNF,0
9,NC,David Coulthard,Red Bull Renault,7,DNF,0
14,NC,Sebastien Bourdais,STR Ferrari,7,DNF,0
