,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Kimi Räikkönen,Ferrari,74,1:16.689,156.789
23,2,Heikki Kovalainen,McLaren Mercedes,74,1:17.282,155.586
5,3,Fernando Alonso,Renault,73,1:17.869,154.413
2,4,Felipe Massa,Ferrari,76,1:17.886,154.379
4,5,Robert Kubica,Sauber BMW,75,1:17.933,154.286
22,6,Lewis Hamilton,McLaren Mercedes,71,1:18.510,153.152
15,7,Sebastian Vettel,STR Ferrari,74,1:18.787,152.614
10,8,Mark Webber,Red Bull Renault,74,1:19.036,152.133
17,9,Rubens Barrichello,Honda,75,1:19.574,151.104
16,10,Jenson Button,Honda,74,1:19.582,151.089
12,11,Timo Glock,Toyota,75,1:19.618,151.021
11,12,Jarno Trulli,Toyota,75,1:19.830,150.620
8,13,Kazuki Nakajima,Williams Toyota,75,1:19.910,150.469
3,14,Nick Heidfeld,Sauber BMW,72,1:20.251,149.829
7,15,Nico Rosberg,Williams Toyota,58,1:21.270,147.951
20,16,Adrian Sutil,Force India Ferrari,60,1:22.039,146.564
6,17,Nelson Piquet,Renault,40,1:31.187,131.860
21,18,Giancarlo Fisichella,Force India Ferrari,33,1:32.849,129.500
14,19,Sebastien Bourdais,STR Ferrari,7,1:41.150,118.872
9,20,David Coulthard,Red Bull Renault,7,1:42.112,117.753
