,Position,Driver,Car,Time
6,1,Riccardo Patrese,Williams Renault,1:14.559
27,2,Alain Prost,Ferrari,1:14.789
1,3,Ayrton Senna,McLaren Honda,1:14.857
5,4,Nigel Mansell,Williams Renault,1:14.895
2,5,Gerhard Berger,McLaren Honda,1:15.376
28,6,Jean Alesi,Ferrari,1:15.877
20,7,Nelson Piquet,Benetton Ford,1:16.816
19,8,Roberto Moreno,Benetton Ford,1:16.961
15,9,Mauricio Gugelmin,Leyton House Ilmor,1:17.015
24,10,Gianni Morbidelli,Minardi Ferrari,1:17.020
4,11,Stefano Modena,Tyrrell Honda,1:17.114
23,12,Pierluigi Martini,Minardi Ferrari,1:17.149
33,13,Andrea de Cesaris,Jordan Ford,1:17.163
26,14,Erik Comas,Ligier Lamborghini,1:17.504
16,15,Ivan Capelli,Leyton House Ilmor,1:17.533
25,16,Thierry Boutsen,Ligier Lamborghini,1:17.775
8,17,Mark Blundell,Brabham Yamaha,1:17.836
3,18,Satoru Nakajima,Tyrrell Honda,1:18.144
32,19,Bertrand Gachot,Jordan Ford,1:18.150
12,20,Johnny Herbert,Lotus Judd,1:18.185
14,21,Olivier Grouillard,Fondmetal Ford,1:18.210
30,22,Aguri Suzuki,Lola Ford,1:18.224
29,23,Eric Bernard,Lola Ford,1:18.540
7,24,Martin Brundle,Brabham Yamaha,1:18.826
9,25,Michele Alboreto,Footwork Porsche,1:18.846
22,26,Jyrki Jarvilehto,Dallara Judd,1:19.267
