,Position,Driver,Car,Time / Gap,Laps
7,1,Nico Rosberg,Williams Toyota,1:32.521,17
2,2,Felipe Massa,Ferrari,+0.205s,10
10,3,Mark Webber,Red Bull Renault,+0.221s,16
11,4,Jarno Trulli,Toyota,+0.380s,18
9,5,David Coulthard,Red Bull Renault,+0.397s,14
8,6,Kazuki Nakajima,Williams Toyota,+0.499s,16
4,7,Robert Kubica,Sauber BMW,+0.503s,18
6,8,Nelson Piquet,Renault,+0.553s,16
1,9,Kimi Räikkönen,Ferrari,+0.716s,10
23,10,Heikki Kovalainen,McLaren Mercedes,+0.846s,15
14,11,Sebastien Bourdais,STR Ferrari,+0.851s,17
21,12,Giancarlo Fisichella,Force India Ferrari,+0.871s,20
5,13,Fernando Alonso,Renault,+0.924s,13
17,14,Rubens Barrichello,Honda,+1.030s,18
12,15,Timo Glock,Toyota,+1.074s,20
16,16,Jenson Button,Honda,+1.079s,17
15,17,Sebastian Vettel,STR Ferrari,+1.130s,14
22,18,Lewis Hamilton,McLaren Mercedes,+1.138s,14
20,19,Adrian Sutil,Force India Ferrari,+1.336s,18
3,20,Nick Heidfeld,Sauber BMW,+1.553s,16
19,21,Anthony Davidson,Super Aguri Honda,+2.070s,18
18,22,Takuma Sato,Super Aguri Honda,+2.431s,16
