,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Robert Kubica,Sauber BMW,1:32.893,1:31.745,1:33.096,12
2,2,Felipe Massa,Ferrari,1:31.937,1:31.188,1:33.123,12
22,3,Lewis Hamilton,McLaren Mercedes,1:32.750,1:31.922,1:33.292,13
1,4,Kimi Räikkönen,Ferrari,1:32.652,1:31.933,1:33.418,12
23,5,Heikki Kovalainen,McLaren Mercedes,1:33.057,1:31.718,1:33.488,12
3,6,Nick Heidfeld,Sauber BMW,1:33.137,1:31.909,1:33.737,15
11,7,Jarno Trulli,Toyota,1:32.493,1:32.159,1:33.994,19
7,8,Nico Rosberg,Williams Toyota,1:32.903,1:32.185,1:34.015,22
16,9,Jenson Button,Honda,1:32.793,1:32.362,1:35.057,17
5,10,Fernando Alonso,Renault,1:32.947,1:32.345,1:35.115,17
10,11,Mark Webber,Red Bull Renault,1:33.194,1:32.371,,12
17,12,Rubens Barrichello,Honda,1:32.944,1:32.508,,12
12,13,Timo Glock,Toyota,1:32.800,1:32.528,,15
6,14,Nelson Piquet,Renault,1:32.975,1:32.790,,15
14,15,Sebastien Bourdais,STR Ferrari,1:33.415,1:32.915,,15
8,16,Kazuki Nakajima,Williams Toyota,1:33.386,1:32.943,,15
9,17,David Coulthard,Red Bull Renault,1:33.433,,,7
21,18,Giancarlo Fisichella,Force India Ferrari,1:33.501,,,5
15,19,Sebastian Vettel,STR Ferrari,1:33.562,,,9
20,20,Adrian Sutil,Force India Ferrari,1:33.845,,,6
19,21,Anthony Davidson,Super Aguri Honda,1:34.140,,,9
18,22,Takuma Sato,Super Aguri Honda,1:35.725,,,5
