,Position,Driver,Car,Time / Gap,Laps
2,1,Felipe Massa,Ferrari,1:32.233,20
1,2,Kimi Räikkönen,Ferrari,+0.117s,15
7,3,Nico Rosberg,Williams Toyota,+0.182s,23
22,4,Lewis Hamilton,McLaren Mercedes,+0.472s,21
23,5,Heikki Kovalainen,McLaren Mercedes,+0.635s,20
8,6,Kazuki Nakajima,Williams Toyota,+0.888s,24
4,7,Robert Kubica,Sauber BMW,+1.100s,16
11,8,Jarno Trulli,Toyota,+1.306s,27
9,9,David Coulthard,Red Bull Renault,+1.555s,20
5,10,Fernando Alonso,Renault,+1.582s,19
12,11,Timo Glock,Toyota,+1.696s,28
10,12,Mark Webber,Red Bull Renault,+1.717s,20
6,13,Nelson Piquet,Renault,+1.748s,24
3,14,Nick Heidfeld,Sauber BMW,+1.873s,17
14,15,Sebastien Bourdais,STR Ferrari,+2.002s,27
15,16,Sebastian Vettel,STR Ferrari,+2.088s,32
21,17,Giancarlo Fisichella,Force India Ferrari,+2.659s,20
16,18,Jenson Button,Honda,+2.682s,16
17,19,Rubens Barrichello,Honda,+2.941s,12
20,20,Adrian Sutil,Force India Ferrari,+3.196s,22
19,21,Anthony Davidson,Super Aguri Honda,+3.912s,6
18,22,Takuma Sato,Super Aguri Honda,+4.303s,6
