,Position,Driver,Car,Laps,Time,Points
2,1,Felipe Massa,Ferrari,57,1:31:06.970,10
1,2,Kimi Räikkönen,Ferrari,57,+3.339s,8
4,3,Robert Kubica,Sauber BMW,57,+4.998s,6
3,4,Nick Heidfeld,Sauber BMW,57,+8.409s,5
23,5,Heikki Kovalainen,McLaren Mercedes,57,+26.789s,4
11,6,Jarno Trulli,Toyota,57,+41.314s,3
10,7,Mark Webber,Red Bull Renault,57,+45.473s,2
7,8,Nico Rosberg,Williams Toyota,57,+55.889s,1
12,9,Timo Glock,Toyota,57,+69.500s,0
5,10,Fernando Alonso,Renault,57,+77.181s,0
17,11,Rubens Barrichello,Honda,57,+77.862s,0
21,12,Giancarlo Fisichella,Force India Ferrari,56,+1 lap,0
22,13,Lewis Hamilton,McLaren Mercedes,56,+1 lap,0
8,14,Kazuki Nakajima,Williams Toyota,56,+1 lap,0
14,15,Sebastien Bourdais,STR Ferrari,56,+1 lap,0
19,16,Anthony Davidson,Super Aguri Honda,56,+1 lap,0
18,17,Takuma Sato,Super Aguri Honda,56,+1 lap,0
9,18,David Coulthard,Red Bull Renault,56,+1 lap,0
20,19,Adrian Sutil,Force India Ferrari,55,+2 laps,0
6,NC,Nelson Piquet,Renault,40,DNF,0
16,NC,Jenson Button,Honda,19,DNF,0
15,NC,Sebastian Vettel,STR Ferrari,0,DNF,0
