,Position,Driver,Car,Lap,Time,Avg Speed
23,1,Heikki Kovalainen,McLaren Mercedes,49,1:33.193,209.062
3,2,Nick Heidfeld,Sauber BMW,48,1:33.565,208.231
2,3,Felipe Massa,Ferrari,38,1:33.600,208.153
1,4,Kimi Räikkönen,Ferrari,35,1:33.709,207.911
4,5,Robert Kubica,Sauber BMW,55,1:33.775,207.765
7,6,Nico Rosberg,Williams Toyota,57,1:34.072,207.109
11,7,Jarno Trulli,Toyota,45,1:34.204,206.819
10,8,Mark Webber,Red Bull Renault,51,1:34.305,206.597
12,9,Timo Glock,Toyota,56,1:34.807,205.503
17,10,Rubens Barrichello,Honda,40,1:34.855,205.399
21,11,Giancarlo Fisichella,Force India Ferrari,56,1:35.057,204.963
6,12,Nelson Piquet,Renault,31,1:35.129,204.808
5,13,Fernando Alonso,Renault,35,1:35.194,204.668
19,14,Anthony Davidson,Super Aguri Honda,45,1:35.324,204.389
14,15,Sebastien Bourdais,STR Ferrari,33,1:35.333,204.369
9,16,David Coulthard,Red Bull Renault,43,1:35.351,204.331
8,17,Kazuki Nakajima,Williams Toyota,30,1:35.433,204.155
20,18,Adrian Sutil,Force India Ferrari,55,1:35.442,204.136
22,19,Lewis Hamilton,McLaren Mercedes,25,1:35.520,203.969
18,20,Takuma Sato,Super Aguri Honda,56,1:35.891,203.180
16,21,Jenson Button,Honda,11,1:36.125,202.686
