,Position,Driver,Car,Time
12,1,Jose Froilan Gonzalez,Ferrari,1:43.400
2,2,Juan Manuel Fangio,Alfa Romeo,1:44.400
1,3,Nino Farina,Alfa Romeo,1:45.000
11,4,Alberto Ascari,Ferrari,1:45.400
10,5,Luigi  Villoresi,Ferrari,1:45.800
3,6,Consalvo  Sanesi,Alfa Romeo,1:50.200
4,7,Felice  Bonetto,Alfa Romeo,1:52.000
14,8,Peter  Whitehead,Ferrari,1:54.600
22,9,Louis  Rosier,Talbot-Lago,1:56.000
8,10,Bob  Gerard,ERA,1:57.000
18,11,Duncan  Hamilton ,Talbot-Lago,1:57.200
9,12,Brian Shawe-Taylor,ERA,1:58.200
23,13,Louis  Chiron,Talbot-Lago,2:00.200
25,14,Johnny Claes,Talbot-Lago,2:05.800
15,15,David  Murray,Maserati,2:06.000
17,16,Philip  Fotheringham-Parker ,Maserati,2:13.200
16,17,John James,Maserati,2:17.000
5,18,Joe Kelly,Alta,2:18.400
7,19,Peter  Walker ,BRM,
6,20,Reg  Parnell,BRM,
