,Position,Driver,Car,Time
6,1,Jim Clark,Lotus Climax,1:31.600
12,2,Graham Hill,BRM,1:32.200
20,3,Bruce McLaren,Cooper Climax,1:32.300
16,4,Jack Brabham,Lotus Climax,1:32.400
2,5,John Surtees,Ferrari,1:33.000
14,6,Richie Ginther,BRM,1:33.300
30,7,Innes Ireland,Lotus BRM,1:33.300
28,8,Jo Bonnier,Cooper Climax,1:34.100
22,9,Tony Maggs,Cooper Climax,1:34.300
8,10,Trevor  Taylor ,Lotus Climax,1:35.200
4,11,Ludovico Scarfiotti,Ferrari,1:35.600
10,12,Chris Amon,Lola Climax,1:35.900
24,13,Phil Hill,ATS,1:36.000
18,14,Dan Gurney,Lotus Climax,1:36.200
26,15,Giancarlo Baghetti,ATS,1:37.800
34,16,Gerhard Mitter,Porsche,1:38.800
36,17,Jo Siffert,Lotus BRM,1:39.000
42,18,Jim  Hall ,Lotus BRM,1:39.000
32,19,Carel Godin de Beaufort ,Porsche,1:39.300
