,Position,Driver,Car,Laps,Time,Points
2,1,Alain Prost,McLaren Honda,53,1:19:27.550,9
28,2,Gerhard Berger,Ferrari,53,+7.326s,6
5,3,Thierry Boutsen,Williams Renault,53,+14.975s,4
6,4,Riccardo Patrese,Williams Renault,53,+38.722s,3
4,5,Jean Alesi,Tyrrell Ford,52,+1 lap,2
7,6,Martin Brundle,Brabham Judd,52,+1 lap,1
23,7,Pierluigi Martini,Minardi Ford,52,+1 lap,0
24,8,Luis Perez-Sala,Minardi Ford,51,+2 laps,0
25,9,Rene Arnoux,Ligier Ford,51,+2 laps,0
12,10,Satoru Nakajima,Lotus Judd,51,+2 laps,0
21,11,Alex Caffi,Dallara Ford,47,DNF,0
22,NC,Andrea de Cesaris,Dallara Ford,45,DNF,0
1,NC,Ayrton Senna,McLaren Honda,44,DNF,0
27,NC,Nigel Mansell,Ferrari,41,DNF,0
37,NC,Bertrand Gachot,Onyx Ford,38,DNF,0
19,NC,Alessandro Nannini,Benetton Ford,33,DNF,0
16,NC,Ivan Capelli,March Judd,30,DNF,0
26,NC,Olivier Grouillard,Ligier Ford,30,DNF,0
11,NC,Nelson Piquet,Lotus Judd,23,DNF,0
3,NC,Jonathan  Palmer,Tyrrell Ford,18,DNF,0
9,NC,Derek Warwick,Arrows Ford,18,DNF,0
17,NC,Nicola Larini,Osella Ford,16,DNF,0
29,NC,Michele Alboreto,Lola Lamborghini,14,DNF,0
15,NC,Mauricio Gugelmin,March Judd,14,DNF,0
30,NC,Philippe Alliot,Lola Lamborghini,1,DNF,0
