,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Juan Pablo Montoya,Williams BMW,14,1:14.917,219.795
7,2,Jarno Trulli,Renault,13,1:15.740,217.406
20,3,Olivier Panis,Toyota,34,1:15.883,216.997
5,4,David Coulthard,McLaren Mercedes,14,1:16.003,216.654
21,5,Cristiano da Matta,Toyota,35,1:16.051,216.517
8,6,Fernando Alonso,Renault,16,1:16.060,216.492
1,7,Michael Schumacher,Ferrari,36,1:16.081,216.432
17,8,Jenson Button,BAR Honda,41,1:17.430,212.661
14,9,Mark Webber,Jaguar Cosworth,46,1:17.754,211.775
9,10,Nick Heidfeld,Sauber Petronas,10,1:18.036,211.010
11,11,Giancarlo Fisichella,Jordan Ford,51,1:18.145,210.715
16,12,Jacques Villeneuve,BAR Honda,65,1:18.235,210.473
15,13,Justin Wilson,Jaguar Cosworth,3,1:19.441,207.278
18,14,Nicolas Kiesa,Minardi Cosworth,26,1:20.171,205.390
19,15,Jos Verstappen,Minardi Cosworth,6,1:20.399,204.808
4,16,Ralf Schumacher,Williams BMW,0,,
10,17,Heinz-Harald Frentzen,Sauber Petronas,0,,
