,Position,Driver,Car,Time,Laps
3,1,Juan Pablo Montoya,Williams BMW,1:15.167,3
4,2,Ralf Schumacher,Williams BMW,1:15.185,3
2,3,Rubens Barrichello,Ferrari,1:15.488,3
7,4,Jarno Trulli,Renault,1:15.679,3
6,5,Kimi Räikkönen,McLaren Mercedes,1:15.874,3
1,6,Michael Schumacher,Ferrari,1:15.898,3
20,7,Olivier Panis,Toyota,1:16.034,3
8,8,Fernando Alonso,Renault,1:16.483,3
21,9,Cristiano da Matta,Toyota,1:16.550,3
5,10,David Coulthard,McLaren Mercedes,1:16.666,3
14,11,Mark Webber,Jaguar Cosworth,1:16.775,3
11,12,Giancarlo Fisichella,Jordan Ford,1:16.831,3
16,13,Jacques Villeneuve,BAR Honda,1:17.090,3
10,14,Heinz-Harald Frentzen,Sauber Petronas,1:17.169,3
9,15,Nick Heidfeld,Sauber Petronas,1:17.557,3
15,16,Justin Wilson,Jaguar Cosworth,1:18.021,3
17,17,Jenson Button,BAR Honda,1:18.085,3
12,18,Ralph Firman,Jordan Ford,1:18.341,3
19,19,Jos Verstappen,Minardi Cosworth,1:19.023,3
18,20,Nicolas Kiesa,Minardi Cosworth,1:19.174,3
