,Position,Driver,Car,Time
3,1,Juan Pablo Montoya,Williams BMW,1:15.167
4,2,Ralf Schumacher,Williams BMW,1:15.185
2,3,Rubens Barrichello,Ferrari,1:15.488
7,4,Jarno Trulli,Renault,1:15.679
6,5,Kimi Räikkönen,McLaren Mercedes,1:15.874
1,6,Michael Schumacher,Ferrari,1:15.898
20,7,Olivier Panis,Toyota,1:16.034
8,8,Fernando Alonso,Renault,1:16.483
21,9,Cristiano da Matta,Toyota,1:16.550
5,10,David Coulthard,McLaren Mercedes,1:16.666
14,11,Mark Webber,Jaguar Cosworth,1:16.775
11,12,Giancarlo Fisichella,Jordan Ford,1:16.831
16,13,Jacques Villeneuve,BAR Honda,1:17.090
10,14,Heinz-Harald Frentzen,Sauber Petronas,1:17.169
9,15,Nick Heidfeld,Sauber Petronas,1:17.557
15,16,Justin Wilson,Jaguar Cosworth,1:18.021
17,17,Jenson Button,BAR Honda,1:18.085
12,18,Ralph Firman,Jordan Ford,1:18.341
19,19,Jos Verstappen,Minardi Cosworth,1:19.023
18,20,Nicolas Kiesa,Minardi Cosworth,1:19.174
