,Position,Driver,Car,Time / Gap,Laps
5,1,David Coulthard,McLaren Mercedes,1:15.523,22
7,2,Jarno Trulli,Renault,+0.094s,11
8,3,Fernando Alonso,Renault,+0.274s,9
14,4,Mark Webber,Jaguar Cosworth,+0.276s,25
3,5,Juan Pablo Montoya,Williams BMW,+0.367s,23
21,6,Cristiano da Matta,Toyota,+0.586s,28
17,7,Jenson Button,BAR Honda,+0.664s,26
4,8,Ralf Schumacher,Williams BMW,+0.878s,24
15,9,Justin Wilson,Jaguar Cosworth,+1.045s,21
20,10,Olivier Panis,Toyota,+1.079s,21
1,11,Michael Schumacher,Ferrari,+1.291s,30
16,12,Jacques Villeneuve,BAR Honda,+1.422s,24
11,13,Giancarlo Fisichella,Jordan Ford,+1.527s,17
10,14,Heinz-Harald Frentzen,Sauber Petronas,+1.614s,23
6,15,Kimi Räikkönen,McLaren Mercedes,+1.761s,23
2,16,Rubens Barrichello,Ferrari,+1.838s,25
12,17,Ralph Firman,Jordan Ford,+2.319s,19
9,18,Nick Heidfeld,Sauber Petronas,+2.598s,26
19,19,Jos Verstappen,Minardi Cosworth,+3.268s,11
18,20,Nicolas Kiesa,Minardi Cosworth,+3.507s,15
