,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:20.417,1:19.573,1:18.773,21
6,2,Mark Webber,RBR Renault,1:21.132,1:19.531,1:19.184,20
8,3,Fernando Alonso,Ferrari,1:21.278,1:20.237,1:19.987,23
7,4,Felipe Massa,Ferrari,1:21.299,1:20.857,1:20.331,25
2,5,Lewis Hamilton,McLaren Mercedes,1:21.455,1:20.877,1:20.499,25
4,6,Nico Rosberg,Mercedes,1:21.212,1:20.811,1:21.082,21
12,7,Vitaly Petrov,Renault,1:21.558,1:20.797,1:21.229,25
11,8,Robert Kubica,Renault,1:21.159,1:20.867,1:21.328,22
22,9,Pedro de la Rosa,Sauber Ferrari,1:21.891,1:21.273,1:21.411,23
10,10,Nico Hulkenberg,Williams Cosworth,1:21.598,1:21.275,1:21.710,26
1,11,Jenson Button,McLaren Mercedes,1:21.422,1:21.292,,19
9,12,Rubens Barrichello,Williams Cosworth,1:21.478,1:21.331,,14
14,13,Adrian Sutil,Force India Mercedes,1:22.080,1:21.517,,18
3,14,Michael Schumacher,Mercedes,1:21.840,1:21.630,,15
16,15,Sebastien Buemi,STR Ferrari,1:21.982,1:21.897,,17
15,16,Vitantonio Liuzzi,Force India Mercedes,1:21.789,1:21.927,,17
17,17,Jaime Alguersuari,STR Ferrari,1:21.978,1:21.998,,16
23,18,Kamui Kobayashi,Sauber Ferrari,1:22.222,,,10
24,19,Timo Glock,Virgin Cosworth,1:24.050,,,10
19,20,Heikki Kovalainen,Lotus Cosworth,1:24.120,,,9
18,21,Jarno Trulli,Lotus Cosworth,1:24.199,,,9
25,22,Lucas di Grassi,Virgin Cosworth,1:25.118,,,10
21,23,Bruno Senna,HRT Cosworth,1:26.391,,,9
20,24,Sakon Yamamoto,HRT Cosworth,1:26.453,,,9
