,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:18.773
6,2,Mark Webber,RBR Renault,1:19.184
8,3,Fernando Alonso,Ferrari,1:19.987
7,4,Felipe Massa,Ferrari,1:20.331
2,5,Lewis Hamilton,McLaren Mercedes,1:20.499
4,6,Nico Rosberg,Mercedes,1:21.082
12,7,Vitaly Petrov,Renault,1:21.229
11,8,Robert Kubica,Renault,1:21.328
22,9,Pedro de la Rosa,Sauber Ferrari,1:21.411
10,10,Nico Hulkenberg,Williams Cosworth,1:21.710
1,11,Jenson Button,McLaren Mercedes,1:21.292
9,12,Rubens Barrichello,Williams Cosworth,1:21.331
14,13,Adrian Sutil,Force India Mercedes,1:21.517
3,14,Michael Schumacher,Mercedes,1:21.630
16,15,Sebastien Buemi,STR Ferrari,1:21.897
15,16,Vitantonio Liuzzi,Force India Mercedes,1:21.927
17,17,Jaime Alguersuari,STR Ferrari,1:21.998
24,18,Timo Glock,Virgin Cosworth,1:24.050
19,19,Heikki Kovalainen,Lotus Cosworth,1:24.120
18,20,Jarno Trulli,Lotus Cosworth,1:24.199
25,21,Lucas di Grassi,Virgin Cosworth,1:25.118
21,22,Bruno Senna,HRT Cosworth,1:26.391
23,23,Kamui Kobayashi,Sauber Ferrari,1:22.222
20,24,Sakon Yamamoto,HRT Cosworth,1:26.453
