,Position,Driver,Car,Time
11,1,Alain Prost,McLaren Honda,1:17.411
12,2,Ayrton Senna,McLaren Honda,1:17.869
16,3,Ivan Capelli,March Judd,1:18.812
28,4,Gerhard Berger,Ferrari,1:18.903
15,5,Mauricio Gugelmin,March Judd,1:19.045
5,6,Nigel Mansell,Williams Judd,1:19.131
27,7,Michele Alboreto,Ferrari,1:19.372
1,8,Nelson Piquet,Lotus Honda,1:19.551
19,9,Alessandro Nannini,Benetton Ford,1:19.572
17,10,Derek Warwick,Arrows Megatron,1:19.603
6,11,Riccardo Patrese,Williams Judd,1:19.797
22,12,Andrea de Cesaris,Rial Ford,1:19.940
20,13,Thierry Boutsen,Benetton Ford,1:20.314
23,14,Pierluigi Martini,Minardi Ford,1:20.741
29,15,Yannick Dalmas,Lola Ford,1:20.748
2,16,Satoru Nakajima,Lotus Honda,1:20.783
36,17,Alex Caffi,Dallara Ford,1:20.922
18,18,Eddie  Cheever,Arrows Megatron,1:20.965
24,19,Luis Perez-Sala,Minardi Ford,1:21.094
30,20,Philippe Alliot,Lola Ford,1:21.096
14,21,Philippe Streiff,AGS Ford,1:21.418
3,22,Jonathan  Palmer,Tyrrell Ford,1:21.788
25,23,Rene Arnoux,Ligier Judd,1:21.790
26,24,Stefan Johansson,Ligier Judd,1:22.035
21,25,Nicola Larini,Osella,1:22.119
31,26,Gabriele Tarquini,Coloni Ford,1:22.170
