,Position,Driver,Car,Time
20,1,Phil Hill,Ferrari,2:41.400
18,2,Richie Ginther,Ferrari,2:43.300
16,3,Willy Mairesse,Ferrari,2:43.900
2,4,Giulio Cabianca,Cooper Maserati,2:49.300
36,5,Giorgio  Scarlatti ,Cooper Maserati,2:49.700
22,6,Wolfgang von Trips,Ferrari,2:51.900
6,7,Brian  Naylor ,JBW Maserati,2:52.400
4,8,Gino  Munaron ,Cooper Maserati,2:53.100
34,9,Alfonso  Thiele,Cooper Maserati,2:55.600
26,10,Hans  Herrmann,Porsche,2:58.300
8,11,Arthur  Owen,Cooper Climax,3:01.500
24,12,Edgar Barth,Porsche,3:02.100
10,13,Wolfgang Seidel,Cooper Climax,3:07.000
28,14,Fred  Gamble,Behra-Porsche,3:10.600
12,15,Piero  Drogo,Cooper Climax,3:11.900
30,16,Vic  Wilson,Cooper Climax,3:16.500
