,Position,Driver,Car,Time
31,1,Emerson Fittipaldi,Lotus Ford,1:35.970
19,2,Clay Regazzoni,Ferrari,1:36.040
1,3,Jackie Stewart,Tyrrell Ford,1:36.350
14,4,Peter   Revson,McLaren Ford,1:36.630
17,5,Carlos Reutemann,Brabham Ford,1:37.150
10,6,Chris Amon,Matra,1:37.160
12,7,Denny Hulme,McLaren Ford,1:37.200
24,8,Tim   Schenken,Surtees Ford,1:37.250
18,9,Jacky Ickx,Ferrari,1:37.330
9,10,Howden  Ganley ,BRM,1:37.550
5,11,Ronnie Peterson,March Ford,1:37.580
25,12,Mike Hailwood,Surtees Ford,1:37.770
11,13,Andrea de Adamich ,Surtees Ford,1:38.080
16,14,Graham Hill,Brabham Ford,1:38.140
28,15,Wilson Fittipaldi,Brabham Ford,1:38.250
6,16,Peter  Gethin ,BRM,1:38.480
27,17,Rolf Stommelen,Eifelland Ford,1:38.620
23,18,Carlos Pace,March Ford,1:38.620
21,19,Dave  Walker ,Lotus Ford,1:38.810
2,20,Francois  Cevert ,Tyrrell Ford,1:38.850
7,21,Jean-Pierre Beltoise,BRM,1:38.890
4,22,Niki Lauda,March Ford,1:39.040
15,23,Nanni  Galli ,Tecno,1:39.130
3,24,Mike  Beuttler ,Surtees Ford,1:39.920
29,25,Francois  Migault,Connew Ford,1:43.880
