,Position,Driver,Car,Laps,Time,Points
4,1,Phil Hill,Ferrari,30,2:03:03.800,9
2,2,Wolfgang von Trips,Ferrari,30,+0.700s,6
6,3,Richie Ginther,Ferrari,30,+19.500s,4
8,4,Olivier  Gendebien,Ferrari,30,+45.600s,3
24,5,John Surtees,Cooper Climax,30,+86.800s,2
20,6,Dan Gurney,Porsche,30,+91.000s,1
18,7,Jo Bonnier,Porsche,30,+167.100s,0
14,8,Stirling Moss,Lotus Climax,30,+235.600s,0
40,9,Jackie  Lewis ,Cooper Climax,29,+1 lap,0
44,10,Masten Gregory,Cooper Climax,29,+1 lap,0
22,11,Carel Godin de Beaufort ,Porsche,28,+2 laps,0
34,12,Jim Clark,Lotus Climax,24,+6 laps,0
38,13,Tony Brooks,BRM Climax,24,+6 laps,0
36,NC,Graham Hill,BRM Climax,24,DNF,0
26,NC,Maurice  Trintignant,Cooper Maserati,23,DNF,0
46,NC,Lorenzo Bandini,Cooper Maserati,20,DNF,0
28,NC,Jack Brabham,Cooper Climax,12,DNF,0
12,NC,Lucien Bianchi,Lotus Climax,9,DNF,0
32,NC,Innes Ireland,Lotus Climax,9,DNF,0
30,NC,Bruce McLaren,Cooper Climax,9,DNF,0
10,NC,Willy Mairesse,Lotus Climax,7,DNF,0
