,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:39.116,1:37.305,1:36.975,15
2,2,Mark Webber,Red Bull Racing Renault,1:39.956,1:38.058,1:37.163,19
3,3,Lewis Hamilton,McLaren Mercedes,1:39.244,1:37.727,1:37.380,13
5,4,Fernando Alonso,Ferrari,1:39.725,1:37.930,1:37.454,20
6,5,Felipe Massa,Ferrari,1:38.413,1:38.566,1:37.535,20
4,6,Jenson Button,McLaren Mercedes,1:39.453,1:37.749,1:37.645,14
8,7,Nico Rosberg,Mercedes,1:39.266,1:38.373,1:38.231,15
7,8,Michael Schumacher,Mercedes,1:39.198,1:38.365,1:38.240,18
9,9,Nick Heidfeld,Renault,1:39.877,1:38.781,DNS,17
14,10,Adrian Sutil,Force India Mercedes,1:39.329,1:39.034,,14
10,11,Vitaly Petrov,Renault,1:39.690,1:39.068,,14
15,12,Paul di Resta,Force India Mercedes,1:39.852,1:39.422,,16
11,13,Rubens Barrichello,Williams Cosworth,1:39.602,1:39.489,,19
16,14,Kamui Kobayashi,Sauber Ferrari,1:40.131,1:39.525,,17
12,15,Pastor Maldonado,Williams Cosworth,1:39.690,1:39.645,,10
17,16,Sergio Perez,Sauber Ferrari,1:39.494,1:39.657,,13
18,17,Sebastien Buemi,STR Ferrari,1:39.679,1:39.711,,8
19,18,Jaime Alguersuari,STR Ferrari,1:40.232,,,5
20,19,Heikki Kovalainen,Lotus Renault,1:41.664,,,10
21,20,Jarno Trulli,Lotus Renault,1:42.234,,,9
24,21,Timo Glock,Virgin Cosworth,1:42.553,,,9
23,22,Vitantonio Liuzzi,HRT Cosworth,1:43.584,,,10
25,23,Jerome d'Ambrosio,Virgin Cosworth,1:43.735,,,6
22,24,Narain Karthikeyan,HRT Cosworth,1:44.363,,,9
